,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
21,"socialism, Title 2 the national institutions, i.e. the Party, the State and the supervisory ","['socialism, Title 2 the national institutions, i.e. the Party, the State and the supervisory ']",51.36,265.18,369.71,275.85,1,1,2,middle
22,"machinery, and Title 3 the over-all development of the nation (organisation of the economy; ","['machinery, and Title 3 the over-all development of the nation (organisation of the economy; ']",51.6,273.58,370.16,284.25,1,1,2,middle
23,"rural, industrial, cultural, social and regional development; promotion of the nations resources). ","['rural, industrial, cultural, social and regional development; promotion of the nations resources). ']",51.84,281.98,369.98,292.65,1,1,2,middle
24,"The final Title defines the basic principles that apply to work, employment, wages, social ","['The final Title defines the basic principles that apply to work, employment, wages, social ']",51.36,290.38,369.58,301.05,1,1,2,middle
25,protection and training. The Charter states that work is not only a right but also a duty; ,['protection and training. The Charter states that work is not only a right but also a duty; '],51.36,298.78,369.92,309.45,1,1,2,middle
26,parasitism and idleness must be eradicated. Wage policy is based on the concept of a guaranteed ,['parasitism and idleness must be eradicated. Wage policy is based on the concept of a guaranteed '],51.6,307.18,369.64,317.85,1,1,2,middle
27,minimum wage and wage relationships will be harmonised by means of a national classification ,['minimum wage and wage relationships will be harmonised by means of a national classification '],51.6,315.58,369.7,326.25,1,1,2,middle
28,"scheme. The Charter favours the employment of women, subject to strict rules to ensure the ","['scheme. The Charter favours the employment of women, subject to strict rules to ensure the ']",51.6,323.98,369.89,334.65,1,1,2,middle
29,protection of maternity and guarantee family unity. It also provides for the encouragement of ,['protection of maternity and guarantee family unity. It also provides for the encouragement of '],51.6,332.38,369.81,343.05,1,1,2,middle
30,"small and medium-sized undertakings, in both the public and the private sectors. The 1986 ","['small and medium-sized undertakings, in both the public and the private sectors. The 1986 ']",51.6,340.78,370.21,351.45,1,1,2,middle
31,"Charter was adopted by referendum on 16 January 1986 by 10,508,863 votes in favour to ","['Charter was adopted by referendum on 16 January 1986 by 10,508,863 votes in favour to ']",51.6,349.18,369.92,359.85,1,1,2,middle
32,"181,063 against.] ","['181,063 against.] ']",52.56,357.58,111.1,368.25,1,1,0,end
33,25/111/1986  Decree No. 86-60 determining the provisions applicable to workers employed abroad ,"['25/111/1986 ', 'Decree No. 86-60 determining the provisions applicable to workers employed abroad ']",39.84,370.3,369.64,380.97,1,0,2,start
34,"in co-operation activities, (ibid., 26 Mar.) ","['in co-operation activities, (ibid., 26 Mar.) ']",51.84,378.7,195.98,389.37,1,1,0,end
35,"30/IV/1986  Order concerning the provisions to make in regard to, and the contents of, medicine ","['30/IV/1986 ', 'Order concerning the provisions to make in regard to, and the contents of, medicine ']",40.08,391.18,369.89,401.85,1,0,2,start
36,"chests on board ships flying the national flag, (ibid., 10 Sep.) ","['chests on board ships flying the national flag, (ibid., 10 Sep.) ']",51.36,399.58,262.94,410.25,1,1,1,end
37,[Issued in application of Ordinance No. 76-80 of 23 Oct. 1976 (the Maritime Code).] ,['[Issued in application of Ordinance No. 76-80 of 23 Oct. 1976 (the Maritime Code).] '],52.08,412.06,346.06,422.73,1,1,1,end
38,ANGOLA ,['ANGOLA '],40.08,436.37,77.43,447.45,1,0,0,country
39,"24/III/1986  Act No. 6, to regulate the status of resident foreign workers.  (Diario da República, ","['24/III/1986 ', 'Act No. 6, to regulate the status of resident foreign workers.', ' (Diario da República, ']",39.6,449.02,370.1,459.69,1,0,2,start
40,24 Mar.) ,['24 Mar.) '],51.6,457.18,83.67,467.85,1,1,0,end
41,[The Act is applicable in respect of foreign nationals residing in Angola and recruited locally. It ,['[The Act is applicable in respect of foreign nationals residing in Angola and recruited locally. It '],52.32,469.9,369.4,480.57,1,1,2,middle
42,"applies neither to salaried workers recruited abroad, nor to foreign workers without scientific ","['applies neither to salaried workers recruited abroad, nor to foreign workers without scientific ']",51.84,478.3,369.91,488.97,1,1,2,middle
43,"and technical qualifications, who remain subject to the General Labour Act of  1981.  The new ","['and technical qualifications, who remain subject to the General Labour Act of', ' 1981.', ' The new ']",51.84,486.7,369.72,497.37,1,1,2,middle
44,Act provides for equality of treatment between foreign and Angolan workers in matters ,['Act provides for equality of treatment between foreign and Angolan workers in matters '],51.84,495.1,369.94,505.77,1,1,2,middle
45,"pertaining to health care, insurance against industrial accidents, retirement pensions, wagefixing and the payment of income tax. Foreign workers are not allowed to enter into contracts of ","['pertaining to health care, insurance against industrial accidents, retirement pensions, wagefixing and the payment of income tax. Foreign workers are not allowed to enter into contracts of ']",51.6,503.5,371.53,522.57,1,1,2,middle
46,"employment with foreign companies, or engage in any other form of gainful activity without ","['employment with foreign companies, or engage in any other form of gainful activity without ']",51.6,520.3,369.4,530.97,1,1,2,middle
47,permission from the appropriate ministry. The Act makes no provision for the remittance of  a ,"['permission from the appropriate ministry. The Act makes no provision for the remittance of', ' a ']",51.84,528.7,369.45,539.37,1,1,2,middle
48,"portion of the worker's remuneration to their country of origin, but it does provide for the ","[""portion of the worker's remuneration to their country of origin, but it does provide for the ""]",51.84,537.1,369.89,547.77,1,1,2,middle
49,"possibility of taking back goods that were imported or acquired by lawful means, subject to such ","['possibility of taking back goods that were imported or acquired by lawful means, subject to such ']",51.84,545.5,369.47,556.17,1,1,2,middle
50,conditions as may be laid down by the Ministry of Finance. This new statute cancels and ,['conditions as may be laid down by the Ministry of Finance. This new statute cancels and '],51.6,553.9,369.4,564.57,1,1,2,middle
51,"replaces the earlier one, dating back to Decree No. 22 of 1978. It was made in accordance with ","['replaces the earlier one, dating back to Decree No. 22 of 1978. It was made in accordance with ']",51.84,562.3,369.47,572.97,1,1,2,middle
52,the General Labour Act of  1981  which was published in the Legislative Series (1981—Ang.l).] ,"['the General Labour Act of', ' 1981', ' which was published in the Legislative Series (1981—Ang.l).] ']",51.84,570.7,370.06,581.37,1,1,2,middle
53,Copyright © International Labour Organisation 1987  3/87 ,"['Copyright © International Labour Organisation 1987 ', '3/87 ']",39.12,593.56,369.37,604.65,1,0,2,start
54,1987—List No. 3  2  (108) ,"['1987—List No. 3 ', '2 ', '(108) ']",75.36,38.5,404.51,52.27,2,0,2,start
55,ANGOLA  (cont.) ,"['ANGOLA', ' (cont.) ']",73.92,63.82,137.18,74.97,2,0,0,country
56,"29/III/1986  Act No. 7, to regulate the status of workers employed under co-operation schemes. ","['29/III/1986 ', 'Act No. 7, to regulate the status of workers employed under co-operation schemes. ']",73.92,76.3,404.79,86.97,2,0,2,start
57,"(ibid., 29 Mar.) ","['(ibid., 29 Mar.) ']",85.92,84.7,141.26,95.37,2,1,0,end
58,"[This statute supplements the Act governing the status of foreign workers, by regulating that of ","['[This statute supplements the Act governing the status of foreign workers, by regulating that of ']",86.64,97.18,404.85,107.85,2,1,2,middle
59,salaried foreign workers recruited abroad to take up employment in Angola. It differs from Act ,['salaried foreign workers recruited abroad to take up employment in Angola. It differs from Act '],85.92,105.58,404.68,116.25,2,1,2,middle
60,"No.  6/86 in several respects, notably by providing for an accommodation guarantee, an ","['No.', ' 6/86 in several respects, notably by providing for an accommodation guarantee, an ']",85.92,113.98,404.74,124.65,2,1,2,middle
61,"installation grant, the reimbursement of travel expenses and the remittance of part of the ","['installation grant, the reimbursement of travel expenses and the remittance of part of the ']",86.16,122.38,405.17,133.05,2,1,2,middle
62,"workers' remuneration. It provides for equality of treatment in respect of medical care, but not ","[""workers' remuneration. It provides for equality of treatment in respect of medical care, but not ""]",86.16,130.78,404.93,141.45,2,1,2,middle
63,in matters pertaining to remuneration and social insurance. The Act supersedes the corresponding provisions of Decree No. 22 of 1978.] ,['in matters pertaining to remuneration and social insurance. The Act supersedes the corresponding provisions of Decree No. 22 of 1978.] '],86.16,139.18,400.19,158.25,2,1,1,end
64,2/VI/1986  Executive Decree No. 22 to approve the internal regulations of the National ,"['2/VI/1986 ', 'Executive Decree No. 22 to approve the internal regulations of the National ']",73.92,160.78,404.86,171.45,2,0,2,start
65,"Department of Human Resources, (ibid., 2 June) ","['Department of Human Resources, (ibid., 2 June) ']",86.16,169.18,257.18,179.85,2,1,1,end
66,"[This Department, which comes under the State Secretary for Social Affairs, is responsible ","['[This Department, which comes under the State Secretary for Social Affairs, is responsible ']",86.64,181.66,404.93,192.33,2,1,2,middle
67,"particularly for studying, orienting, supervising, co-ordinating, issuing rules for and auditing ","['particularly for studying, orienting, supervising, co-ordinating, issuing rules for and auditing ']",85.92,190.3,404.85,200.97,2,1,2,middle
68,"activities related to the organisation of work and of wages, occupational health and safety, and ","['activities related to the organisation of work and of wages, occupational health and safety, and ']",85.44,198.94,403.96,209.61,2,1,2,middle
69,vocational training and counseling.] ,['vocational training and counseling.] '],85.44,207.58,211.18,218.25,2,1,0,end
70,9/VI/l  986  Decree No. 11 to approve the regulations governing the engagement of resident foreign ,"['9/VI/l', ' 986', ' Decree No. 11 to approve the regulations governing the engagement of resident foreign ']",73.44,220.06,404.26,230.73,2,0,2,start
71,"workers, including a model contract, (ibid., 9 June) ","['workers, including a model contract, (ibid., 9 June) ']",85.92,228.94,265.1,239.61,2,1,1,end
72,14/VI/1986  Decree No.  12  to approve the regulations governing the engagement of workers in the ,"['14/VI/1986 ', 'Decree No.', ' 12', ' to approve the regulations governing the engagement of workers in the ']",74.4,241.18,405.26,251.85,2,0,2,start
73,"context of co-operation activities, (ibid., 14 June) ","['context of co-operation activities, (ibid., 14 June) ']",85.44,249.58,257.19,260.25,2,1,1,end
74,[These workers (in the categories of higher or intermediate level technicians and specialised ,['[These workers (in the categories of higher or intermediate level technicians and specialised '],86.16,262.06,403.96,272.73,2,1,2,middle
75,"manual labourers) shall benefit from the same conditions as national workers, receiving wage ","['manual labourers) shall benefit from the same conditions as national workers, receiving wage ']",85.44,270.46,404.21,281.13,2,1,2,middle
76,increases for the exercise of occupational activities under abnormal conditions. Chap. Ill deals ,['increases for the exercise of occupational activities under abnormal conditions. Chap. Ill deals '],85.44,278.86,404.26,289.53,2,1,2,middle
77,"with training of national workers (in particular by means of training, retraining, seminars, ","['with training of national workers (in particular by means of training, retraining, seminars, ']",85.44,287.26,404.14,297.93,2,1,2,middle
78,workshops and conferences).] ,['workshops and conferences).] '],85.44,295.66,189.34,306.33,2,1,0,end
79,9/VIII/1986  Decree No.  16  to approve the regulations regarding medical assistance and medicines ,"['9/VIII/1986 ', 'Decree No.', ' 16', ' to approve the regulations regarding medical assistance and medicines ']",73.92,308.86,405.05,319.53,2,0,2,start
80,"in the people's Republic of Angola, and repealing all conflicting provisions, (ibid., 9 Aug.) ","[""in the people's Republic of Angola, and repealing all conflicting provisions, (ibid., 9 Aug.) ""]",86.16,317.26,399.02,327.93,2,1,1,end
81,"[The assistance shall include: assistance in regard to prevention and health promotion; medicalsurgical assistance; rehabilitation assistance; paramedical care; provision of medicines, medicalsurgical products and prosthesis.] ","['[The assistance shall include: assistance in regard to prevention and health promotion; medicalsurgical assistance; rehabilitation assistance; paramedical care; provision of medicines, medicalsurgical products and prosthesis.] ']",85.92,329.5,399.81,356.97,2,1,1,end
82,ANGUILLA ,['ANGUILLA '],74.16,370.37,120.22,381.45,2,0,0,country
83,"29/V/1986  The Social Security (Amendment) Ordinance 1986. No. 1.  (Official Gazette, ","['29/V/1986 ', 'The Social Security (Amendment) Ordinance 1986. No. 1.', ' (Official Gazette, ']",74.16,382.78,405.15,393.45,2,0,2,start
84,"Supplement, 30 June) ","['Supplement, 30 June) ']",86.16,390.94,162.39,401.61,2,1,0,end
85,"[Miscellaneous amendments to the Social Security Ordinance 1980, in particular regarding ","['[Miscellaneous amendments to the Social Security Ordinance 1980, in particular regarding ']",86.64,403.66,404.61,414.33,2,1,2,middle
86,employment injury.] ,['employment injury.] '],85.92,412.06,157.9,422.73,2,1,0,end
87,29/V/1986  The Control of Employment (Amendment) Ordinance 1986. No. 2. (ibid.) ,"['29/V/1986 ', 'The Control of Employment (Amendment) Ordinance 1986. No. 2. (ibid.) ']",74.16,424.78,373.82,435.45,2,0,1,other
88,"[Amends s.  3  of the Control of Employment Ordinance 1980, in regard to a husband or widower, ","['[Amends s.', ' 3', ' of the Control of Employment Ordinance 1980, in regard to a husband or widower, ']",86.64,437.26,405.25,447.93,2,1,2,middle
89,under stated circumstances.] ,['under stated circumstances.] '],85.92,445.42,185.5,456.09,2,1,0,end
90,"28/VII/l  986  The Social Security (Benefits) (Amendment) Regulations 1986. S.R.O. No. 4. (ibid., ","['28/VII/l', ' 986', ' The Social Security (Benefits) (Amendment) Regulations 1986. S.R.O. No. 4. (ibid., ']",74.16,458.14,404.14,468.81,2,0,2,start
91,31 July) ,['31 July) '],86.16,466.54,115.34,477.21,2,1,0,end
92,"[Amend the Social Security (Benefits) Regulations 1981 in regard to, in particular, sickness ","['[Amend the Social Security (Benefits) Regulations 1981 in regard to, in particular, sickness ']",86.4,479.02,404.5,489.69,2,1,2,middle
93,"benefit, maternity benefit, invalidity benefit, survivor's benefit and contributions.] ","[""benefit, maternity benefit, invalidity benefit, survivor's benefit and contributions.] ""]",85.92,487.42,367.9,498.09,2,1,1,end
94,28/VII/1986  The Social Security (Contributions) (Amendment) Regulations 1986. S.R.O. No. 5. ,"['28/VII/1986 ', 'The Social Security (Contributions) (Amendment) Regulations 1986. S.R.O. No. 5. ']",73.92,500.14,404.06,510.81,2,0,2,start
95,(ibid.) ,['(ibid.) '],85.92,508.54,108.08,519.21,2,1,0,end
96,[Amend the Social Security (Contributions) Regulations 1981 in various minor respects.] ,['[Amend the Social Security (Contributions) Regulations 1981 in various minor respects.] '],86.4,521.02,393.34,531.69,2,1,1,end
97,28/VII/1986  The Social Security (Financial and Accounting) (Amendment) Regulations 1986. ,"['28/VII/1986 ', 'The Social Security (Financial and Accounting) (Amendment) Regulations 1986. ']",73.92,533.5,404.06,544.17,2,0,2,start
98,S.R.O. No. 6. (ibid.) ,['S.R.O. No. 6. (ibid.) '],85.92,541.9,158.78,552.57,2,1,0,end
99,[Amend the Social Security (Financial and Accounting) Regulations 1981 in regard to the Social ,['[Amend the Social Security (Financial and Accounting) Regulations 1981 in regard to the Social '],86.4,554.38,403.9,565.05,2,1,2,middle
100,Security Development Fund and related matters.] ,['Security Development Fund and related matters.] '],85.92,562.54,258.7,573.21,2,1,1,end
101,28/VII/1986  The Social Security (Modifications of Insurance and Voluntary Contributions) ,"['28/VII/1986 ', 'The Social Security (Modifications of Insurance and Voluntary Contributions) ']",73.92,575.26,404.07,585.93,2,0,2,start
102,(Amendment) Regulations 1986. S.R.O. No. 7. (ibid.) ,['(Amendment) Regulations 1986. S.R.O. No. 7. (ibid.) '],85.68,583.66,272.31,594.33,2,1,1,end
103,[Miscellaneous amendments.] ,['[Miscellaneous amendments.] '],86.16,595.9,188.86,606.57,2,1,0,end
104,(109)  3  1987—List No. 3 ,"['(109) ', '3 ', '1987—List No. 3 ']",36.48,38.91,366.33,52.99,3,0,2,start
105,ANTIGUA AND BARBUDA ,['ANTIGUA AND BARBUDA '],37.44,64.28,143.45,76.75,3,0,0,country
106,5/VÍ/1986  Social Security (Benefits) (Invalidity Pension and Grants) (Amendment) Regulations ,"['5/VÍ/1986', ' Social Security (Benefits) (Invalidity Pension and Grants) (Amendment) Regulations ']",37.44,76.2,367.58,88.21,3,0,2,start
107,1986.  S.I.  1986  No. 25. ,"['1986.', ' S.I.', ' 1986', ' No. 25. ']",50.16,84.84,133.63,96.85,3,1,0,end
108,"[Amendments to Regulations 2 (definitions), 5, 6 and 8 of the principal Regulations of 1977.] ","['[Amendments to Regulations 2 (definitions), 5, 6 and 8 of the principal Regulations of 1977.] ']",49.68,97.08,367.75,109.09,3,1,2,middle
109,5/VI/1986  Social Security (Benefits) (Maternity) (Amendment) Regulations 1986. S.I. 1986 No. ,"['5/VI/1986', ' Social Security (Benefits) (Maternity) (Amendment) Regulations 1986. S.I. 1986 No. ']",37.2,109.56,367.42,121.57,3,0,2,start
110,26. ,['26. '],49.44,118.2,61.69,130.21,3,1,0,end
111,"[Amend Regulations 8 and  10  of the principal Regulations of  1973,  in regard to the period of ","['[Amend Regulations 8 and', ' 10', ' of the principal Regulations of', ' 1973,', ' in regard to the period of ']",49.92,130.68,368.74,142.69,3,1,2,middle
112,time during which maternity allowance may be paid.] ,['time during which maternity allowance may be paid.] '],49.44,139.08,235.99,151.09,3,1,1,end
113,5/VI/l  986 Social Security (Benefits) (Age Pensions and Grants) (Amendment) Regulations 1986. ,"['5/VI/l', ' 986 Social Security (Benefits) (Age Pensions and Grants) (Amendment) Regulations 1986. ']",37.44,151.32,368.05,163.33,3,0,2,start
114,S.I. 1986 No. 28. ,['S.I. 1986 No. 28. '],49.44,159.96,111.83,171.97,3,1,0,end
115,"[Miscellaneous amendments to the principal Regulations of 1973, in particular regarding ","['[Miscellaneous amendments to the principal Regulations of 1973, in particular regarding ']",49.92,172.44,367.68,184.45,3,1,2,middle
116,definitions and rates payable.] ,['definitions and rates payable.] '],49.2,180.84,155.11,192.85,3,1,0,end
117,ARGENTINA ,['ARGENTINA '],37.68,213.08,90.4,225.55,3,0,0,country
118,9/VIII/1985  Decision No. 1280 concerning the adjustment of the period of service required by ,"['9/VIII/1985', ' Decision No. 1280 concerning the adjustment of the period of service required by ']",37.44,225.0,367.56,237.01,3,0,2,start
119,section  2  of Decree  No.  3984  of  1984  with respect to workers bound  by  contracts of employment ,"['section', ' 2', ' of Decree', ' No.', ' 3984', ' of', ' 1984', ' with respect to workers bound', ' by', ' contracts of employment ']",49.44,233.4,371.49,245.41,3,1,2,middle
120,"for specified periods, owing to the nature of the tasks or occupation.  (Boletín  Official,  19  Aug.) ","['for specified periods, owing to the nature of the tasks or occupation.', ' (Boletín', ' Official,', ' 19', ' Aug.) ']",49.68,241.8,377.58,253.81,3,1,1,end
121,13/IX/1985 ActNo. 23226  to  amends.  38  of Act  No.  18037 (text registered in  1976)  regarding the ,"['13/IX/1985 ActNo. 23226', ' to', ' amends.', ' 38', ' of Act', ' No.', ' 18037 (text registered in', ' 1976)', ' regarding the ']",38.64,254.28,372.26,266.29,3,0,2,start
122,"new pension scheme for employees [LS 1974=—Arg. 3A, 1976—Arg. 2] and s. 26 of Act No. ","['new pension scheme for employees [LS 1974=—Arg. 3A, 1976—Arg. 2] and s. 26 of Act No. ']",49.68,262.68,367.66,274.69,3,1,1,end
123,"18038 (text registered in 1980), which instituted the pension scheme for self-employed persons ","['18038 (text registered in 1980), which instituted the pension scheme for self-employed persons ']",50.4,271.08,367.58,283.09,3,1,1,end
124,"[LS 1980—Arg. 2]. (ibid., 2 Oct.) ","['[LS 1980—Arg. 2]. (ibid., 2 Oct.) ']",50.16,279.48,166.03,291.49,3,1,0,end
125,[Provides for the procedures applicable to receipt of a pension in the case of a widow or a ,['[Provides for the procedures applicable to receipt of a pension in the case of a widow or a '],50.16,292.2,367.28,304.21,3,1,1,end
126,widower unable to work and  who was  dependent on the worker at the  time  of the latter's demise ,"['widower unable to work and', ' who was', ' dependent on the worker at the', ' time', "" of the latter's demise ""]",49.44,300.6,370.51,312.61,3,1,2,middle
127,"(periods of cohabitation, proof required to show a presumed marriage, etc.).] ","['(periods of cohabitation, proof required to show a presumed marriage, etc.).] ']",49.44,309.0,317.83,321.01,3,1,1,end
128,30/IX/1985 Act No. 23302 on policy-making with regard to the indigenous population and ,['30/IX/1985 Act No. 23302 on policy-making with regard to the indigenous population and '],37.68,321.48,367.0,333.49,3,0,2,start
129,"support to aboriginal communities, (ibid., 12 Nov.) ","['support to aboriginal communities, (ibid., 12 Nov.) ']",49.44,329.64,228.19,341.65,3,1,1,end
130,[The Act lays down the basic principles of policy-making in respect of the indigenous ,['[The Act lays down the basic principles of policy-making in respect of the indigenous '],50.16,342.36,367.34,354.37,3,1,2,middle
131,"population; it is composed of three main titles dealing with land adjudication (ss. 7-13), ","['population; it is composed of three main titles dealing with land adjudication (ss. 7-13), ']",49.44,350.76,367.23,362.77,3,1,2,middle
132,education programmes (ss. 14-77) and health care (ss. 18-21). Indigenous communities are ,['education programmes (ss. 14-77) and health care (ss. 18-21). Indigenous communities are '],49.68,359.16,367.53,371.17,3,1,2,middle
133,"granted separate legal personality (s. 2), which they obtain by registering with the registry of ","['granted separate legal personality (s. 2), which they obtain by registering with the registry of ']",49.68,367.56,367.08,379.57,3,1,2,middle
134,indigenous communities; relations inside the communities will be regulated by the Laws ,['indigenous communities; relations inside the communities will be regulated by the Laws '],49.68,375.96,367.34,387.97,3,1,2,middle
135,governing co-operatives or mutual or other  associations.  Land adjudication programmes are to ,"['governing co-operatives or mutual or other', ' associations.', ' Land adjudication programmes are to ']",49.68,384.36,367.32,396.37,3,1,2,middle
136,be set up by the executive authorities. The adjudication of land will be effected through the ,['be set up by the executive authorities. The adjudication of land will be effected through the '],49.68,392.76,367.28,404.77,3,1,2,middle
137,"transfer of State-owned land to the communities, or, if there are none available, through the ","['transfer of State-owned land to the communities, or, if there are none available, through the ']",49.68,401.16,367.29,413.17,3,1,2,middle
138,"transfer of provincial or communal land, or, if necessary, through the expropriation of privately ","['transfer of provincial or communal land, or, if necessary, through the expropriation of privately ']",49.68,409.56,366.72,421.57,3,1,2,middle
139,"owned land. Adjudications will be free of charges and tax, and preferential loans will be ","['owned land. Adjudications will be free of charges and tax, and preferential loans will be ']",49.68,417.96,367.29,429.97,3,1,2,middle
140,available for land development and farming. Land ownership and disposal by the indigenous ,['available for land development and farming. Land ownership and disposal by the indigenous '],49.44,426.36,367.34,438.37,3,1,2,middle
141,communities are also made subject to various  restrictions.  Education programmes must include ,"['communities are also made subject to various', ' restrictions.', ' Education programmes must include ']",49.44,434.76,367.74,446.77,3,1,2,middle
142,"teaching in the indigenous languages. As regards health care, special emphasis is placed on ","['teaching in the indigenous languages. As regards health care, special emphasis is placed on ']",49.68,443.16,366.83,455.17,3,1,2,middle
143,preventive medicine and the improvement of sanitation and health standards in the indigenous ,['preventive medicine and the improvement of sanitation and health standards in the indigenous '],49.44,451.56,367.34,463.57,3,1,2,middle
144,"areas.  The Act provides for  the  establishment of  the  National Institute for Indigenous  AfTairs,  in ","['areas.', ' The Act provides for', ' the', ' establishment of', ' the', ' National Institute for Indigenous', ' AfTairs,', ' in ']",49.44,459.96,369.68,471.97,3,1,2,middle
145,"charge of implementation, which will operate with the participation of representatives of the ","['charge of implementation, which will operate with the participation of representatives of the ']",49.2,468.36,367.05,480.37,3,1,2,middle
146,communities concerned.] ,['communities concerned.] '],49.2,476.76,137.11,488.77,3,1,0,end
147,"2/X/l 985 Act  No.  23238  respecting the rehabilitation scheme for temporary teaching  staff,  (ibid., ","['2/X/l 985 Act', ' No.', ' 23238', ' respecting the rehabilitation scheme for temporary teaching', ' staff,', ' (ibid., ']",37.68,489.96,368.07,501.97,3,0,2,start
148,14  Oct.) ,"['14', ' Oct.) ']",50.4,498.6,80.73,510.61,3,1,0,end
149,[Contains provisions on the computation of retirement pensions.] ,['[Contains provisions on the computation of retirement pensions.] '],49.92,510.84,277.27,522.85,3,1,1,end
150,1 /XI/1985  Decree  No.  2131 to  establish  the  Commission and Sub-Commission for  the  application ,"['1 /XI/1985', ' Decree', ' No.', ' 2131 to', ' establish', ' the', ' Commission and Sub-Commission for', ' the', ' application ']",38.4,523.32,373.06,535.33,3,0,1,other
151,"of Act No. 23126 in the public sector, (ibid., 4 Nov.) ","['of Act No. 23126 in the public sector, (ibid., 4 Nov.) ']",49.44,531.96,233.71,543.97,3,1,1,end
152,[S.  1 of the said Act restores to statutory effectiveness the clauses of collective bargaining ,"['[S.', ' 1 of the said Act restores to statutory effectiveness the clauses of collective bargaining ']",49.92,544.44,366.96,556.45,3,1,2,middle
153,agreements; the members of the Commission established by the Act are the Ministers of ,['agreements; the members of the Commission established by the Act are the Ministers of '],49.44,552.84,366.6,564.85,3,1,2,middle
154,"Defence, Economic Affairs, Public Works and Services, and Labour and Social Security, and ","['Defence, Economic Affairs, Public Works and Services, and Labour and Social Security, and ']",49.44,561.24,366.52,573.25,3,1,2,middle
155,"the Secretary for the Civil Service. The functions of the Commission are, inter alia, to issue ","['the Secretary for the Civil Service. The functions of the Commission are, inter alia, to issue ']",49.44,569.64,366.81,581.65,3,1,2,middle
156,guide-lines concerning budgetary and operational adjustments needed in certain state or semipublic undertakings and to formulate general instructions concerning the negotiation of certain ,['guide-lines concerning budgetary and operational adjustments needed in certain state or semipublic undertakings and to formulate general instructions concerning the negotiation of certain '],49.2,578.04,366.67,598.45,3,1,2,middle
157,contractual clauses with trade union bodies.] ,['contractual clauses with trade union bodies.] '],49.2,594.84,205.51,606.85,3,1,1,end
158,1987—List No. 3  4  (110) ,"['1987—List No. 3 ', '4 ', '(110) ']",77.52,38.86,406.23,49.53,4,0,2,start
