,country,region,text,page
26,ARGENTINA,,"20,  XI, 1985  Decree No. 2224 to set up a provisional scheme for the voluntary submission of  applications for the revision of collective bargaining agreements under the supervision of the  Ministry of Labour and Social Security, (ibid.. 25 Nov.)  [The Decree refers to the austerity programme recently embarked upon by the Government to  reduce inflation. It indicates that existing collective bargaining agreements have become out of  date because of developments in the past years. It establishes a provisional scheme for voluntary  acceptances, under the Ministry of Labour, with a view to reconciling national economic  interests with the need for the revision of such agreements. Earlier collective agreements and the  new claims submitted by workers and employers may be referred to a bipartite commission  attached to the Ministry. Collective bargaining will be conducted under the auspices of the  commission, and an agreement must be reached within 45 days. The Ministry may otherwise  take measures tending to achieve this result. Before a new agreement can be authenticated by the  executive authority, the employers must estimate the costs which the planned amendments of  the agreement's clauses imply, specifying where appropriate the standards of productivity which  would make such adjustments possible. Collective bargaining agreements renegotiated under  this scheme will remain valid for two years.)  ",4
27,ARGENTINA,,"20.XII, 1985 Decree No. 2432. to amend s. 5 of Decree No. 1961 of 1983. concerning the  comprehensive protection scheme concerning handicapped persons, (ibid.. 30 Dec.)  ",4
28,ARGENTINA,,"23/XII/1985  Resolution No. 1051 of the Ministry of Labour and Social Security to approve  structural arrangements for the functioning of the National Directorates of Labour  Enforcement Officers and of Human Resources and Employment, (ibid.. 8 Jan. 1986)  [Charts showing structure, purpose and functions appear in appendices.]  ",4
29,ARGENTINA,,"6,  V,  1986  Decree No. 667 instituting a conditional and variable wage supplement for workers in  the public and private sectors, mandatory as from I April 1986. (ibid.. 12 May)  [Domestic workers and those in the agricultural sector arc excluded from coverage.]  ",4
30,AUSTRALIA,,"28/X/1985  Social Security and Repatriation (Budget Measures) Amendment Act 1985. No. 127.  [Amendments to the Aged or Disabled Persons Homes Act 1954 (ss. 3-6), the National Health  Act 1953 (ss. 7-11), the Repatriation Act 1920 (ss. 12-32) and the Social Security Act 1947  (ss.  39-74).]  ",4
31,AUSTRALIA,,"5/XII/I985  Repatriation Legislation Amendment (Extension of Operation) Act 1985. No.157.  [Substitutes ""  12  months"" for ""6 months"" in s. 72 of the Repatriation Legislation Amendment  Act 1985. No. 90.]  I1/X11/1985  Child Care Amendment Act 1985. No. 158.  [Replaces  s.  11 of the Child Care Act 1972, concerning grants for recurrent expenditure; amends  s. 20 regarding conditions relating to grants; inserts new s. 20B concerning overpayments, and  contains transitional provisions.]  I6/XII/1985  Social Security (Poverty Traps Reduction) Act 1985. No. 169.  [Various amendments to the Social Security Act 1947, respecting rent assistance, widows'  pensions, wives' pensions, etc. Scheduled for entry into operation on 1 Nov. 1986.]  30/1/1986  Public Service Regulations (Amendment). Statutory Rules 1986. No. 7.  [Substitutes s. 165 of the Regulations, defining the employees to whom this Part applies.]  ",4
32,AUSTRALIA,,20/11/1986  Health Insurance Regulations (Amendments). Statutory Rules 1986. Nos. 19 and 20.  [Various minor amendments]  ,4
33,AUSTRALIA,,(Ill)  5  1987—List No. 3  ,5
34,AUSTRALIA,,11/III/1986  Notice regarding approval of accommodation services and personal care services.  No.  S 111.  [Issued under the Aged or Disabled Persons Homes Act 1954.]  ,5
35,AUSTRALIA,,"l/IV/1986  Public Service Board Notice No. S  135  regarding administrative procedures applicable  to officers appointed and employees engaged under the Public Service Act 1922.  [Sets forth general provisions and procedures applicable to cases involving alleged inefficiency  and loss of essential qualifications. Issued pursuant to s. 8 of the Commonwealth Employees  (Redeployment and Retirement) Act 1979.]  27/V/1986  Intellectually Disabled Persons' Services Act 1986. No. 53.  [Reforms the law relating to services for intellectually disabled persons to promote their  maximum physical and social integration through participation in the life of the local  community. Requires informing persons admitted to any residential institution or programme  of their legal rights. Medical practitionners appointed or employed have their conditions of  employment and remuneration set by the Public Services Board and are subject to disciplinary  standards set forth in Schedule 4 appended to the present Act. Other staff employed by the  Department under the Public Service Act 1974 remain subject to that Act.]  24/VI/1986  Fringe Benefits Tax (Application to the Commonwealth) Act 1986. No. 42.  [Provides for the application of fringe benefits tax in relation to benefits provided in respect of  the employment of Commonwealth employees.]  24/VI/1986  Superannuation Legislation Amendment Act 1986. No. 80.  [Various amendments to the Superannuation Act 1976 and the Superannuation Act 1922, in  particular regarding interpretation (eligibility) and internal administration of the Trust.]  ",5
36,AUSTRALIA,South Australia,1987—List No. 3  6  (112)  ,6
37,AUSTRALIA,Victoria,"29/X/1985  Industrial Relations (Complementary Industrial Relations System) Act 1985. No.  10200.  [Provides for the insertion, into the Industrial Relations Act 1979, of a new Part IIIA, entitled  ""Complementary Industrial Relations System"", that provides for joint proceedings between the  Industrial Relations Commission of Victoria and the Australian Conciliation and Arbitration  Commission, and for reference of industrial disputes from one commission to the other, and for  other purposes.]  10/XII/1985  Nurses (Amendment) Act 1985. No.  10251.  ",6
38,AUSTRALIA,Victoria,(113)  7  1987—List No. 3  ,7
39,AUSTRALIA,Western Australia,"l/VIII/1986 Code of Conduct (Obligations of Union) 1986.  (Government  Gazette,  29 Aug.)  [Sets  forth principles governing conduct of trade unions  in  regard  to  general industrial conduct,  payment for lost time, demarcation (jurisdictional) disputes and industrial safety. S. 3: ""The  Union shall --  (a)  comply with the Industrial Relations Act 1979, Awards and agreements,  (b)  not engage in industrial action that is inconsistent with any such Award or agreement,  . . ."". Issued under the Building Industry (Code of Conduct) Act 1986.]  l/VIII/1986 Workers' Compensation Board Rules 1982, as amended, (ibid., 14 Aug.)  [Compilation of the Rules as amended to  1  Aug.  1986.  ]  ",7
40,AUSTRIA,,"3/VII/1985 Order of the Federal Minister for Commerce, Trades and Industry to replace final  apprenticeship examinations and apprenticeship by a training course in an educational  institution.  (Bundesgesetzblatt,  Text 356)  ",7
41,AUSTRIA,,1987—List No. 3  8  (114)  ,8
42,AUSTRIA,,"20/III/1969  Federal Act amending the Act of  25  June 1969 respecting night work by women [LS  1969—Aus. 3]. (ibid., Text 209).  [The amendments expand the list of fields of work to which the restrictions on night work by  women do not apply (in ss. 2(1), (2), (3), (4); and 4(3),  4a  and 46). The newly introduced or  newly formulated exceptions encompass women workers in the hotel industry in terms of s. 189  of GeWO 1973; certain workers in hospitals, convalescent homes and welfare and relief  institutions managed by the Federal government or a province; teachers, educators and  counsellors engaging in certain types of work; telephone operators in emergency stations, taxi  dispatch offices and watchkeeping operations; interpreters at congresses and similar  events;  tour  guides employed by travel agencies; women performing ministerial or religious duties or social  services in a legally recognised church or religious society; social services for a club, foundation,  fund or political party (subject to certain restrictions, including consultation with the  employee's representative), and women workers covered by the Agricultural and Forestry  Employees' Rights Act (No. 280/1980) or the Federal Act regarding Employment of Children  and Young Persons (No. 146/1948) [LS 1982—Aus.  1  (consolidation)]. The amendments also  state that women may be employed until midnight (instead of  11  p.m.) in establishments using  the swing-shift system  (s.  4  ( 1  )).  Time limits are set in regard to variances which may be granted  under the Act (ss. 8(2) and (3)). The amendments set monetary penalties in cases of noncompliance  (s.  9  ( 1  )) and define the authorities responsible for executing the Act  (s.  12(2)). The  amendments entered into force on 1 June 1986.]  25/VI/1986  New amendment to the Act regarding the school system, (ibid., Text 371).  [Amendments regarding, in particular, conditions for admission to vocational training  institutions. ]  ",8
43,AUSTRIA,,"3/VII/1986  Federal Act of  3  July 1986 amending the Collective Labour Relations Act [Text 22 of  1974:  LS 1973—Aus. 2]. (ibid., Text 394)  [The Act makes amendments concerning general organisational matters, the legal status of  works council members and penalties for infringements. It also extends the powers of the works  councils, in particular regarding inspections, data stored on computer, unfavourable transfers  of employees, information about financial prospects, and interim representation of the interests  of employees in new plants. Further, the Act introduces a central youth council and extends the  legislative provisions on co-determination to previously exempt organisations, in certain  circumstances. ]  ",8
44,AUSTRIA,,"3/VII/1986  Federal Act amending the Workers' Protection Act [Text 234 of 1972: LS 1972—  Aus.  1]. (ibid., Text 393)  [Inserts subparagraph 3 following s. 22b(2).]  ",8
45,BANGLADESH,,"13/III/1985  Industrial Relations (Amendment) Ordinance 1985.  (The Bangladesh Gazette,  Extraordinary, 16 Mar.)  [The Ordinance amends the Industrial Relations Ordinance, 1969, by specifying certain cases in  which a person is disqualified from being an officer or member of a trade union. In addition, it  provides for cases in which the registration of trade union may be cancelled subject to  permission from the Labour Court, and for the protection of trade union officials while an  application for registration is pending. The Ordinance was promulgated by the President of the  Republic in exercise of the full powers vested in him pursuant to the Proclamation of 1982. The  original text of 1969 was published in the Legislative Series (LS 1969—Pak. 2).]  ",8
46,BANGLADESH,,13/III/1985 The Employment of Labour (Standing Orders) (Amendment) Ordinance 1985.  (ibid.)  [The Ordinance amends  s.  17  of the 1965 Act by laying down certain conditions for the dismissal  of workers. Other minor amendments. The Ordinance was promulgated by the President of the  Republic in exercise of the full powers vested in him pursuant to the Proclamation of 1982. The  1965 Act was published in the Legislative Series (LS 1965—Pak. 4).]  ,8
47,BARBADOS,,25/VII/1985  National Insurance and Social Security (Benefit) (Amendment) Regulations 1985.  S.I. 1985 No. 123.  (115)  9  1987—List No. 3  ,8
48,BARBADOS,,25/VII/1985  National Insurance and Social Security (Employment Injury Benefít) (Amendment)  Regulations 1985. S.I. 1985 No. 124.  [Contains provisions for death benefits. ]  ,9
49,BARBADOS,,"30/XII/1985  Sugar Industry (Sugar Workers Provident Fund) Order 1985. S.I. 1985 No. 219.  [Provides for the imposition of a levy on sugar and molasses manufactured in Barbados, to be  paid to the National Insurance Board. ]  27/III/1986. Factories (Amendment) Act 1986. No. 6.  [Contains various amendments to the Factories Act  1983,  chiefly regarding powers of the Chief  Labour Officer. ]  ",9
50,BARBADOS,,"24/IV/1986  The Child Care Board (Private Child Care Centres) Regulations 1986. S.I. 1986  No.  69.  [Sets forth requirements for staff (appropriate training or experience, medical certificate and  food handling certificate). Issued under the Child Care Board Act 1981. No. 34.]  ",9
51,BELGIUM,,"27/VI/1985  Act to amend ss. 5 and 9 of the Act of 12 April 1965 concerning the protection of the  remuneration of workers.  (Moniteur beige-Belgisch Staatsblad,  19 Oct.)  [The Act changes, in some respects, the modalities of the payment of remuneration to workers.  Enterprise councils will henceforth decide whether payment is to be effected in cash or by  cheque. The time and deadlines for payment will be determined by collective agreement, or  alternatively in the labour regulations. The 1965 Act was published in the Legislative Series  (LS 1965—Bel. 2).]  ",9
52,BELGIUM,,"21/VIII/1985  Royal Order to amend the Royal Order of 28 February 1963 regulating the  protection of the population and workers against the threat of ionising radiation, (ibid.,  16  Oct.)  ",9
53,BELGIUM,,"3/IX/1985  Royal Order to amend the Royal Order of 27 April 1976 supplementing the Royal  Order of 8 April 1976 which established a family benefit scheme for self-employed persons.  (ibid., 15 Oct.)  ",9
54,BELGIUM,,"l/X/1985  Royal Order to amend the Royal Order of 30 March 1967 regulating the general  procedures for the application of the Acts concerning the annual vacations of salaried workers  [co-ordinated on 28 June 1971: LS 1971-Bel. 4]. (ibid., 11 Oct.)  ",9
55,BELGIUM,,"30/1/1986  Royal Order, to amend the Royal Order of 22 December 1967, making general  regulations governing the retirement and survivor's pensions of self-employed workers, (ibid.,  7 Feb. 1986)  [Amends s. 133bis concerning survivors' pensions.]  ",9
56,BELGIUM,,"30/1/1986  Royal Order to amend certain provisions relating to the pensions of salaried workers,  particularly as regards the link between certain remuneration levels and the consumer price  index, (ibid., 11 Feb. 1986)  ",9
57,BELGIUM,,"10/11/1986  Royal Order, to fix, in respect of the manual workers and related categories subject to  the Act of 27 June 1969 [LS 1969—Bel.  1  ]amending the Legislative Order of 28 December 1944  respecting social security for workers, the the amount of nominal remuneration payable in  respect of unworked days regarded as days of effective work under the legislation governing the  annual leave entitlements of salaried workers, (ibid., 25 Feb.)  ",9
58,BELGIUM,,"10/11/1986  Royal Order, to amend the Royal Order of 30 March 1967, prescribing a general  procedure for the application of legislation governing the annual leave entitlements of salaried  workers, (ibid., 25 Feb.)  [A method for calculating the annual leave entitlements of workers employed on a part-time  basis or on the basis of flexible working hours. ]  ",9
59,BELGIUM,,"27/11/1986  Royal Order to amend and supplement title  III,  Chapter  III  of the General regulations  governing protection at work against dangerous substances and preparations, (ibid., 27 Mar.)  [The Order contains definitions of dangerous, flammable, poisonous, noxious, corrosive and  irritant substances, and detailed lists of such substances are annexed to it as schedules. It  ",9
60,BELGIUM,,1987—List No. 3  10  (116)  ,10
61,BELGIUM,,"14/III/1986  Act to amend Royal Order No. 179 of 30 December 1982 [LS 1982—Bel. 1]  respecting experimental schemes for the arrangement of working time in undertakings, carried  out to redistribute the work available, (ibid., 24 Apr.)  [Various amendments concerning, inter alia, the conditions governing intervention by the Fund  for the use of supplemental wage restraints for employment. ]  ",10
62,BELGIUM,,"19/III/1986  Royal Order, to amend the Royal Order of 28 December 1971, making special  regulations for the application of the Workmen's Compensation Act of 10 April 1971 [LS  1971—Bel. 3], in respect of seafarers, (ibid., 26 Mar.)  [New schedules  1  and 2 contain a table setting out the remuneration levels to serve as a basis for  calculation in the event of an industrial accident. ]  ",10
63,BELGIUM,,"24/III/1986  Royal Order amending the regulations regarding the payment of damages flowing  from occupational accidents, accidents occurring on the way to work, and occupational diseases  in the public sector, (ibid., 29 Apr.)  ",10
64,BELGIUM,,"7/IV/1986  Royal Order, to amend the Royal Order of 24 October 1936, providing for the  amendment and co-ordination of the statutes of the emergency provident Fund for the crews of  ships flying the Belgian flag, (ibid., 24 Apr.)  [Amendments concerning the entitlements of pensioners, survivors and invalids. ]  ",10
65,BELGIUM,,"28/V/1986  Royal Order amending the regulations regarding unemployment in relation to the  redistribution of available work, (ibid., 25 June)  [The Order contains numerous amendments to the Royal Order of 20 Dec.  1963  (LS 1963—Bel.  2.  . . LS 1967—Bel. 2A) regarding employment and unemployment. It provides, as a basic  principle, that unemployment benefits are only afforded in case of unemployment from full-time  work of 35 hours per week, with an exception for teaching staff (s. 2). The daily bases for  calculating unemployment benefits are modified  (ss.  5 and 7). A new Chap,  l-bis  is added to the  1963 Order as amended, concerning the right of workers engaged on a part-time basis to receive  unemployment benefits (s. 12). The new provisions distinguish between workers who hold a  part-time job in order to avoid total unemployment from those working on a part-time basis  voluntarily. Different conditions and benefits are applicable accordingly. Entry into forces 1  Oct. 1986.]  ",10
66,BELGIUM,,"31/VII/1986  Royal Order regarding works councils and committees for the safety, health and  aesthetic environmental improvement of the workplace, (ibid., 20 Aug.)  [The Order governs the holding of elections for the renewal of the terms of office of the members  of works councils, as well as of committees for the safety, health and aesthetic environmental  improvement of the workplace. It also contains other provisions relative to these councils and  committees, in particular regarding their meetings, supervision and judicial procedures. The  Order repeals  ss.  65 to 67 of the Order of  18  Feb. 1971 concerning works councils, ss. 69 to  71  of  the Order of 18 Feb. 1971 regarding the naming of members of health and safety committees,  and the Order of 18 Oct. 1978 concerning works councils and committees for the safety, health  and aesthetic environmental improvement of the workplace, as amended. ]  ",10
67,BELGIUM,,"20/VIH/1986  Royal Order regarding the provision of unemployment benefits in cases of  negotiated early retirement, (ibid., 10 Sep.)  [This Order changes the conditions for granting a supplementary unemployment benefit to  workers aged 57 years and over who receive an early retirement pension by virtue of an  agreement. S. 3 governs the obligation of the employer to replace the early retirees with  unemployed workers. If this is not done, the employer shall pay, in addition to a fine, a  compensatory sum to the National Employment Office. Exceptions are available for workers in  enterprises encountering difficulties. ]  ",10
68,BELGIUM,,"1  /X/l 986  Royal Order No. 465 extending the period during which certain workers have a right, in  case of inability to work, to receive remuneration from their employer, (ibid., 18 Oct.)  ",10
69,BELGIUM,,(117)  11  1987—List No. 3  ,11
70,BELGIUM,,"15/X/1986  Royal Order amending the Royal Order of 10 January 1979 regarding the policy of  prevention and the bodies devoted to safety, health and improving the environment of the  workplace in mines, surface mines and underground quarries, (ibid., 22 Oct.)  [Numerous amendments. ]  ",11
71,BRAZIL,,"9/XII/1985  Act No. 7414 to amend s. 135 of the Consolidation of Labour Laws [LS 1985—Bra.  1  ], on annual leave with pay.  (Diario  Oficial,  10 Dec.)  [The Act provides that the employee will be given at least 30  days'  notice in writing of the grant  of leave. Such prior notice was formerly ten days. ]  ",11
72,BRAZIL,,"9/XI1/1985  Act No. 7415, to amend Act. No. 605 of 5 January 1949 [LS 1949—Bra.  1  ] on paid  weekly rest and payment of wages on public and religious holidays, (ibid.)  [Amends paras,  (a)  and  (b)  of s. 7 of the Act. ]  ",11
73,BRAZIL,,"17/XII/1985  Act No. 7430 to amend the wording of the introductory paragraph of  s.  224 of the  Consolidation of Labour Laws [LS 1985—Bra.  1  ] as promulgated under Legislative Decree  No.  5452 of  1  May 1943. (ibid., 18 Dec.)  [In respect of bank employees, the number of working hours per week is reduced to 30 (from  36).]  ",11
74,BRAZIL,,"4/II/1986  Decree No. 92366 to amend para. Ill of s. 25 and the single paragraph of s. 27 of Decree  No.  59820 of 20 December 1966 regulating the provident fund for length of service, (ibid.,  5 Feb.)  ",11
75,BRAZIL,,"27/11/1986  Legislative Decree No. 2283 to make provisions for the institution of a new unit of  currency in the Brazilian monetary system, unemployment insurance and for other purposes.  (ibid., 28 Feb.)  [See summary under Legislative Decree No. 2284 of 10 Mar. 1986.]  ",11
76,BRAZIL,,"10/111/1986  Legislative Decree No. 2284 to maintain a new unit of currency in the Brazilian  monetary system, to make provisions for unemployment insurance and to reinforce inflationcontrol measures, (ibid., 11 Mar.)  [The first Legislative Decree, No. 2283, provides for a radical reform of the monetary system  and the conversion of financial obligations; it also establishes a new unemployment insurance  scheme. The second statute, No. 2284, supplements and amends the first. It is laid out in a  consolidated form. Remuneration hitherto calculated in cruzeiros will henceforth be worked  out in cruzados on the basis of conversion tables taking into account inflation during recent  months, and the addition of an 8 per cent bonus. Wages are to remain stable for one year and  will be readjusted annually. Such adjustments will be carried out in respect of 60 per cent of the  remuneration, the remainder being left to collective bargaining. Should the price index rise by  more than 20 per cent during the period under consideration, wages will be adjusted  automatically. In addition, the legislative decrees establish a new unemployment insurance  scheme. To qualify for eligibility under the scheme, a worker must have contributed to the social  provident fund for at least 36 months during the past four  years,  and been employed in a salaried  capacity for the past six months, provided that he has been unemployed for more than 30 days.  The scheme offers financial assistance during four months at the most. The amount of such  ",11
77,BRAZIL,,1987—List No. 3  12  (118)  ,12
78,BRAZIL,,"10/VI/1986 Decree No. 92769 to add a single paragraph under section 319 of the regulations  regarding social benefits (indemnity for rural occupational accidents), (ibid., 11 June)  [The paragraph reads as follows: ""The benefits called for in this section shall be payable to a  rural producer's family members within the system of family production who meet the  established requirements, ... to the extent that they are duly registered with the competent  social benefits authority"".]  ",12
