,country,region,text,page
17,BOLIVIA,,"LS. 1933 (Austral. 1); 1934 (Austral. 5); 1935 (Austral. 7); 1937 (Austral.  3); 1938 (Austral. 3); also Acts of 12th December, 1941, and 12th November,  1942 (6 Geo. VI, No. 3 and No. 21). — “LS. 1932 (Austral. 11); 1938  (Austral. 6); also Acts No. 65 of 1940, No. 50 of 1941, and No. 39 of 1943, —  “LS. 1929 (Austral. 2); 1934 (Austral. 13); 1936 (Austral. 8); 1939 (Austral.  4); also Acts of 17th December, 1940, 13th November, 1941, and 2nd June,  1943 (4 and 5 Geo. VI, No. 81, 5 Geo. VI, No. 51 and 7 Geo. VI, No. 17) and  Statute Law Revision Acts. —*L.S. 1928 (Bel. 5); 1941 (Bel. 7, B).  —j5— 1944--Indexes I  ",4
18,CANADA,,"-Jan. 10 O.C. amending the National Selective Service Civilian Regula-  tions’ [for further amendments during 1944 see footnote 32,  p. 24 below]. P.C. 121. (Canadian War Orders and Regulations,  Vol. 1, pp. 166-167)  ",5
19,CANADA,,"Sept. 1 O.C. amending sections 15, 16 and 48 of the Wartime Labour  Relations Regulations® [P.C. 1003 of 17th February, 1944].  (C.W.O.R. Vol. III, p. 459)  ",5
20,CHILE,,"June 23 Act No. 7771, to amend section 1 of Act No. 4054, respecting  insurance against sickness and invalidity”. (Diario Oficial, 26th  June, 1944, p. 1173)  ",5
21,DENMARK,,"Mar. 21 Legislative Order No. 93, to continue in operation [until 1st April,  1945] Act No. 119 of 7th May, 1937, respecting the prohibition  of overtime”. (Lovtidenden, Part A, p. 183)  ",5
22,DENMARK,,"Apr. 1 Legislative Order No. 110, to amend temporarily [until 3lst March,  1945] Act No. 183 of 20th May, 1933, relating to accident insur-  en  ance”. (Lovtidenden, Part A, p. 555)  ",5
23,ECUADOR,,"Aug. 8 Decree No. 679, to amend the Social Insurance Act of 14th July,  1942” [addition of new provisions respecting the governing body  of the National Provident Institution]. (R.O. 19th August, 1944,  p. 577)  ",5
24,ECUADOR,,"Aug. 9 Decree No. 729, to amend the Labour Code™ [by substituting the  words “four years” for the words “three years” in sections 306,  307 and 308 and in other relevant sections: computation of accident  compensation]. (R.O. 12th August, 1944, p. 506)  ",5
25,ECUADOR,,"Aug. 9 Decree No. 771, to provide that sections 221-224 of the Labour  Code” shall apply to wage-earning employees [holidays with pay].  (R.O. 15th August, 1944, pp. 539-540)  ",5
26,FINLAND,,"Apr. 27 Act to amend the Act of 2nd June, 1939, relating to holidays with  pay for seamen” [the amendments provide (1) that ratings shall  be entitled to twelve days’ holiday after one year’s service (instead  of nine days as previously), (2) that all seamen shall be entitled  to compensation for six working days if they leave the employment  after service for not less than six months but less than one year;  and (3) that in the case of vessels engaged in seasonal trade  compensation shall be paid (after three months’ service) at the rate  of one working day for every complete month’s service]. (S.A.  or F.F. No. 273)  ",5
27,FINLAND,,R.O. = Registro Oficial.  ,5
28,FINLAND,,S.A. = Suomen Asetuskokoelma.  ,5
29,FINLAND,,F.F. = Finlands forfattningssamling.  ,5
30,FINLAND,,"“LS. 1939 (Bol. 1); 1942 (Bol. 1). — “L.S. 1943 (Can. 1). — “L.S. 1944  (Can. 1). — “Act of 8th September, 1924. Consolidated text: L.S. 1926  (Chile 1); amendment: 1932 (Chile 2).  ",5
31,FINLAND,,*TS. 1937 (Den. 3). — ®L.S. 1933 (Den. 5); amendment: 1938 (Den. 6). —  TS. 1942 (Ec. 1). — ™L.S. 1938 (Ec. 1). — * LS. 1939 (Fin. 2).  1944—-Indexes I — 6 —  ,5
32,FINLAND,,"Sept. 1: Act to amend [section 1 of] the Act of 12th April, 1935, respecting  . the insurance. of wage-earning employees against accidents™. (S.A.  or F.F. No. 593)  ",6
33,FINLAND,,"Sept. 29 Order to amend [section 5 of] the Order of 14th May, 1943*,  respecting the administration of the Act respecting family allow-  ances”. (S.A. or F.F. No. 667)  ",6
34,FINLAND,,"Dec. 29 Act to amend the Act of 30th April, 1943, respecting family  allowances*. (S.A. or F.F. No. 1046)  ",6
35,FINLAND,,"Dec. 30 Order respecting the administration of the Act of 30th April, 1943,  respecting family allowances* [repeals the Order of 14th May,  1943]. (S.A. or F.F. No. 1047)  ",6
36,FINLAND,,"Dec. 30 Resolution respecting the administration of the Act of 30th April,  1943, respecting family allowances* [repeals Resolution of 22nd  December, 1943*]. (S.A. or F.F. No. 1048)  ",6
37,FRANCE,,"Apr. 4 Decree to amend section 82 [composition of the Central Employ-  ment Office] of the Decree of 7th April, 1938, to regulate native  labour in Madagascar and its Dependencies”. (J.O.R.F. 13th April,  1944, p. 304)  ",6
38,FRANCE,,"June 22 Ordinance respecting the bodies known as “organising committees  [set up by the Act of 16th August, 1940*] [amended by Ordinance  of 7th October, 1944]. (J.O.R.F. 5th August, 1944, p. 671, and  8th October, 1944, pp. 891-892)  ",6
39,FRANCE,,"Oct. 20 Ordinance respecting admission to social insurance [increase to  60,000 francs of maximum limit fixed in sub-paragraph (1) of  subsection (2) of section 1 of the Legislative Decree of 28th  October, 1935, respecting social insurance, as amended™]. (J.O.R.F.  21st October, 1944, p. 1032)  ",6
40,FRANCE,,"Dec. 21 Ordinance to amend sections 99c and 107 of the First Book of  the Labour Code [penalties]®. (J.O.R.F. 22nd December, 1944,  p. 2013)  ",6
41,FRANCE,,"See also Ordinances of July 26, August 9, September 15, October 12 and  ",6
42,FRANCE,,"December 2, pp. 39-40 below.  B. VICHY GOVERNMENT  ",6
43,FRANCE,,"Jan. 5 Act No. 6, to amend [the second paragraph of and to add two  paragraphs to, the sole section of] the Act of 18th January, 1929,  respecting apprenticeship in agriculture’. (J.O.E.F. 15th January,  1944, p. 174)  ",6
44,FRANCE,,S.A. = Suomen Asetuskokoelma.  ,6
45,FRANCE,,F.F. = Finlands forfatiningssamling.  ,6
46,FRANCE,,J.O.R.F. = Journal officiel de la République francaise.  ,6
47,FRANCE,,"7_.S. 1935 (Fin. 1) ; amendments: 1940 (Fin. 1); 1941 (Fin. 1) ; 1942 (Fin. 4).  — *L.S. 1943 (Fin. 2, B). — *L.S. (Fin. 2, A). — *L.S. 1943 (Fin. 2, D).  ",6
48,FRANCE,,"77S. 1942 (Fr. 14, B). ~ *L.S. 1940 (Fr. 10). — *L.S. 1935 (Fr. 12);  1936 (Fr. 11); 1938 (Fr. 7); 1942 (Fr. 9); 1943 (Fr. 1, B); 1944 (Fr. 8). —  LS. 1928 (Fr. 4, D) ; 1932 (Fr. 1 and 3); 1938 (Fr. 5). —* LS, 1929 (Fr. 5). —  a ""1944 Indexeés I  FRANCE (continued) Lbogocitace 8  -,, Apr. 20 Act No,.192, to amend sections .9 and: 20. of: the Act of 2nd  Cocpm December, 1940, respecting the corporative organisation of agri-  -culture™. [constitution ‘of single occupational: organisation for each  branch of agriculture; -winding up of occupational groups].  (J.O.E.F. 22nd April, 1944, p. 1134)  ",6
49,FRANCE,,"June 16 Act No. 310, to amend the Act of 13th December, 1926, to issue  a Seamen’s Code™ [amends section 78 respecting the provision of  bedding on board vessels}. (J.O.E.F. 22nd June, 1944, p. 1586)  July 15 Act No. 360, to amend Acts No. 10 of 8th January, 1944, and  No. 259 of 20th May, 1944, respecting compensation for loss of  wages resulting from circumstances arising out of the state of  war [amends subsections (1) and (4) of section 7]. (J.O.E.F.  19th July. 1944, pp. 1829-1830) .  GERMANY  June 10 Second Order respecting the registration of men and women for  duties connected with national defence [supplements the Order of  27th January, 1943]. (Reichsgesetzblatt, Part I, pp. 133-134)  See also Orders of July 28 and August 29.  GREAT BRITAIN: See United Kingdom of Great Britain and  Northern Ireland.  HUNGARY  Apr. 26 Orders No. 1640 and No. 1650, to amend certain provisions relating  to the compulsory insurance of wage-earning and salaried employees  in agriculture [amends in particular, Act No. XXXVI of 1936,  respecting compulsory insurance for salaried employees in ‘agri-  culture’}]. (B.K. 30th April, No. 97, pp. 2-4)  June 28 Order No. 2500, to amend certain provisions of Act No. XL of  1928 :relating to compursory old age, invalidity, widows’ and  orphans’ insurance”. (B.K. 2nd: July, 1944, No. 147, p. 2)  Aug. 9 Order No. 2940, to add to the schedule of occupational: diseases  which give a right to compensation [in the schedule given in Order  No. 7,600 of 30th December, 1936*, adds the following words to  the list of operations corresponding’ to silicosis: “All processes in  coal or metal mines which entail exposure to silica dust”]. (B.K.  13th August, 1944, No. 183, p. 2)  Sept. 1 Order No. 3330, to raise the basic old age and invalidity pension  fixed in section 50 of Act No. XL of 1928. (B.K. &th September,  1944, No. 205, p. 3) ,  INDIA  CENTRAL GOVERNMENT  Apr. 26 An Act further to amend the Factories Act, 1934° [amends ss. 9,  19, 23, 45 and 54]. No. XIV of 1944. Factories (Amendment) Act,  1944. (G.I. Part IV, p. 46)  J.0.E.F. = Journal officiel de PEtat francais.  B.K. = Budapesti Kozlony.  G.1.= The Gazette of India.  ™LS. 1942 (Fr. 1 and 15); 1943 (Indexes I, p. 8, Mar. 16).  =LS. 1926 (Fr. 13). — *L.S. 1944 (Fr. 9). — *L.S. 1943 (Ger. 3, A). —  1S, 1936 (Hung. 6). — ""Ls 1928 (Hung. 4). — *L.S. 1936 (Hung. 5).  * LS. 1934 (Ind. 2); amendments: 1936 (Ind. 1); 1940 (Ind. 1); 1941 (Indexes,  1944--Indexes I — 3 —  ",7
50,INDIA,,"Oct. 7 -An Ordinance further to amend the National Service (Technical  Personnel) Ordinance, 1940°. No. XLVII of 1944. Nattonal Ser-  . vice (Technical Personnel) Amendment Ordinance, 1944 (G.I. Extra-  ordinary, 7th October, 1944, p. 11438)  ",8
51,INDIA,,"Dec... 18 | An Ordinance to amend the War Injuries (Compensation Insur-  ; ance) Act, 1943. No. LIV of 1944. War Injuries (Conipensation  Insurance) Amendment Ordinance, 1944.. (G.I. Extraordinary, 18th  December, 1944, pp. 1555-1556)  , “Dec: 30 Notification No. 5-DC (87)/44, to insert sub-rules (1A) and (1B)  a after sub-rule (1) of Rule 81A of the Defence of India Rules*  (avoidance of ‘strikes and lockouts). (G.I. Part I, section 1, p. 1666)  ",8
52,MEXICO UNITED STATES OF,,Nov. 4 Decree to amend section 135 [procedure for settlement of disputes]  ,8
53,MEXICO UNITED STATES OF,,"’ of the Social Insutance: Act®. (Diario Oficial, Vol. CXLVII,  No. 20, p 0 .  ",8
54,MOROCCO,,"May 1 Decree to amend [sections 21 and 25 of] and to .supplement the  Decree of 25th June, 1927 respecting liability in respect of accidents  with which workers meet in the course of their. employment“.  (Bulletin officiel, 2nd June, 1944, No. 1649, p. 318)  NEW. ZEALAND | 7 :  “Dec, 12, “An Act” to: 5 dmend certain. enactments of the General Assembly of  ' New Zealaid* (inter alia, the’ Annual Holidays Act*, the Coal-mines  Act, 1925"", the Factories Act, 1921-22"", the Industrial Conciliation  : .-and Arbitration Act, 1925"", the. Workers’ Compensation Act,‘ 1922*,  and -they Workers’ Compensation Amendment: Act, 1943""). No. 25.  Statutes Amendment Act, :1944.. --  ",8
55,MOROCCO,,"Dec. 15. An Act to ‘make proyision with respect to public finance and other  : . platters {sections 5-67 amendinents of the’ Social.“Security Act*;  “section 7: ainendment of the National Provident Fund Act, 1926"").  “of No. 31. Finance Act (No. 3), 1944.  ° NORTHERN IRELAND: See United Kingdom of Great’ Britain  ",8
56,MOROCCO,and Northern Ireland a,"Mar. 30 Act to amend: ‘Provisionally: the ‘Act ‘of 16th July, 1936, respecting  old age pensions” (NLL. Part I, P. 164; Part II, P. 101)  We  ",8
57,MOROCCO,“oN L =N orsh’ Lovtidend,"26, Act No. XVI). — “LS. 1942 (Ind. 1, C). “LS. 1943 (Ind. 2).  ee 1942 (Ind. 4); 1943 (indexes I, p. 10). 1 OLS. 1942 (Mex. J). — “LS.  1927 (Mor. 3); amendments: 1931 (Mor. 1); 1935 (Mor. 1);. 1943 (Indexes 1,.  . 11).  Pars, 1944 (N.Z. 3). — “Extracts: L.S. 1925 (N.Z. 2); amendment: 1937  (N.Z. 2, A). — “LS. 1936 (N.Z. 2); amendments: 1938 (N.Z. 2). —*LS. 1925  (N.Z: 1); amendments: 1932 (N.Z. 1): 1936 (NZ. 1 and 7) ; 1937 (N.Z. 1); 1943  (N.Z. 3). — *®L.S. 1926 (N.Z. 2); amendments: 1943 (NZ. i). — *LS. 1943  (N.Z. 1,-A). — ""LS. 1942 (N.Z.. 1); 1943 (N.Z..1). — °L.S. 1926 (N.Z. 3). —  —g — 1944—-Indexes I  NORWAY (continued)  Aug. 24 Act to amend provisionally the Act of 16th July, 1936, respecting  i old age pensions’. .(N.L. Part I, p. 408; Part II, p. 263)  Oct. 19 Act to amend [the first paragraph of section 1 of] the Act of 9th  April, 1942, to supplement the Act of 6th June, 1930, respecting  sickness insurance”. (N.L. Part I, pp. 475-476; Part II, p. 307)  ",8
58,MOROCCO,“oN L =N orsh’ Lovtidend,"PANAMA  Aug, 22 L.D. No. 55, to make an addition to Part-IV of Act No. 134 of  27th April, 1943, respecting social insurance“, with respect to the  investments of the Social Insurance Fund. (Gaceta Oficial, 24th  August, 1944, No, 9486, p. 5) oo  ",9
59,MOROCCO,“oN L =N orsh’ Lovtidend,"PORTUGAL  Feb. 21 L.D. No. 33,534, to amend section 13 of ‘L.D. No. 32,749 of ‘1sth  April, 1943, respecting minimum wages” [fine for Tepetition of  offence}. (Diario do Govérno, p. 137):  June 29 LD: No. 33,744, to issue various provisions concerning offences  relating to labour dues and te amend..... sections © 12 and 13 of-L.D.  No. 32,749 of 15th April, 1943, respecting: minimum ‘wages {repeals  the sole subsection of section 34 of L.D. No. 33,512 of 29th January,  1944, respecting family allowances], (Diario do Govérno, pp.  587-5B8 ; erratum: D.G. 1945, p. 91) ee ee  Jan. 26. Decree to set forth the conditions to be observed in suspending or  ",9
60,MOROCCO,“oN L =N orsh’ Lovtidend,"oe terminating operations in undertakings [repeals the Decree of Soth  ‘November, 1935, respecting the dismissal of employees owing to  shortage of work®], (Boletin oficial del Estado, 7th February,  1944, pp. 1087-1089) ,  Nov. 25 Act to repeal the Act of 9th September, 1931, to ratify the Decree  ",9
61,MOROCCO,“oN L =N orsh’ Lovtidend,"Tes ‘of 25th May, 1931, to set up the National Unemployment Fund®.  (Boletin Oficial del: Estado, ‘27th November, 1944, p. 8964)  ",9
62,MOROCCO,“oN L =N orsh’ Lovtidend,SWEDEN  ,9
63,MOROCCO,“oN L =N orsh’ Lovtidend,"; Mar. 7 Act No. 79, to amend section 13 (third paragraph): of the Seamen's  Hours of Work Act of 30th September, 1938 (No. 607)* [relates  to time off duty in return for overtime work]. (S.F, p. 173)  Mar. 17 Act No. 92, to continue in. operation {until 30th June, 14s Act No.  934 of 30th December, 1939, respecting liability to service™. (S.F.  p. 257)  Mar, 17 Act No. 93, to continue in operation (until 30th - June, 1945] Act  No. 935 of 30th December, 1939, to extend in certain circumstances  the application of Act No. 245 of 28th May, 1920, respecting  conciliation in labour disputes®. (S.F. p. 257)  SF. = Svensk foérfattningssamling.  ",9
64,MOROCCO,“oN L =N orsh’ Lovtidend,*L.S. 1936 (Nor. 4); amendments: 1937 (Nor. 5); 1938 (Nor. 4). * LS.  ,9
65,MOROCCO,“oN L =N orsh’ Lovtidend,1930 (Nor. 2); amendments: 1932 (Nor. 4); 1933 (Nor. 1); 1935 (Nor. 3); 1936  ,9
66,MOROCCO,“oN L =N orsh’ Lovtidend,(Nor. 2); 1937 (Nor. 1); 1941 (Nor. 1); 1942 (Nor. 1);'1944 (Nor. 1).  SES. 1943 (Pan. 1). *°L.S. 1943 (Por. 1). — 71'S. 1944 (For. 1).  ,9
67,MOROCCO,“oN L =N orsh’ Lovtidend,"“LS. 1935 (Sp. 3, B). Ls 1931 (Sp. 5). — @L.S. 1938 (Swe. 7).  ""TS. 1939 (Swe. 8). —*L.S. 1920 (Swe. 6); amendments: L.S. 1931 (Swe. 4);  1944—Indexes I —-10—-  SWEDEN (continued) Sesatteas PA RE  _ Mar..17 ..1«Notification No.-93. to aménd: sectiom Iof Notification No.-329: of  oo “Ith: May;? 1940}. respecting ‘the State Control of thé public employment  ‘exchange system™, G. F. p. 258) _, eye ob ah .  | Mar, 17” Act’No. 96; to amend Act No.. 5206 of 204K ‘Jung; 1912, respecting  on _ workers’ protection™, . (S.F,-p, 259)» - +  ",9
68,MOROCCO,“oN L =N orsh’ Lovtidend,"Mar. 24 Order No, 231, to amend section 32 of Order No. 280 of 26th June,  1931, respecting sick funds® <r (S.F. pp. 444-445)  *»,June 30. -. Act ‘No. 463, to amend Act No. 138 of- 6th May,. 1930, ‘respecting  oe the: limitation of hours of work®, (S.F p. 899) |  ",10
69,MOROCCO,“oN L =N orsh’ Lovtidend,"June 30 Act No. 464, to continue [until: 30th Tune, 1945] Act No. 484 of  14th June, 1940, respecting exceptions to the hours of work Provi-  sions in force™®™. (S.F. pp. 899-900)  _ July 15. _Act No. 541, to amend section 18 of {Act No, 934 of 30th December,  “eee Fe. 1939, respecting compulsory service”. (S.F. p. TLL).  ",10
70,MOROCCO,Pig ae,"ms ‘of 26th June, 1931, _Tespecting ‘the State subsidy ‘to sick funds”.  (S.F. p. 1413).  ",10
71,SWITZERLAND,,“May 26 Resolutions of the Federal Council to amend the system of allow-  ances (1) for loss of wages” and (2) for loss of earnings”. (R.L.F.  -. pp. 345-347; E.G. pp. 347-349)  S.F. = Svensk férfatiningssamling.  ,10
72,SWITZERLAND,,"R.L.F. = Recueil des lois fédérales.  1935 (Swe. 4); 1936 (Swe. 7, A); see also: 1939 (Swe. 8 B). — “LS. 1940  (Swe. 2, C). * Consolidated text: L.S. 1931 (Swe. 5); see also: L.S. 1936  (Swe. 2); 1937 (Swe. 3); 1938 (Swe. 4). — *""L.S) 1934 (Swe. 2). —  ®1 S, 1930 (Swe. 1); amendments: L.S. 1938 (Swe. 5); 1940 (Swe. 1, D);  1942 (Swe. 2, B). — “LS. 1940 (Swe. 1, A).  ",10
73,SWITZERLAND,,"*1S. 1939 (Swe. 8). *LS, 1931 (Swe. 6). “LS. 1919 (Switz. 4);  Bulletin of the International Labour Office (Basle), ‘Vol. XIV, 1919, pp. 215- 260.  — * Bulletin of -the International Labour Office (Basle), Vol. IX, 1914, pp.  269-283, and Vol. XIV, 1919, pp. 205-209. — “L.S. 1939 (Switz. 3); 1940 (Switz.  4); see also Orders of 19th September, 1941, 24th February, 1942, and 26th  January, 1943, — *L.S, 1940 (Switz. 4, C); see also Orders of 19th September,  — it — 1944—-Indexes I  ",10
74,SWITZERLAND,,"SWITZERLAND. (continued)  June 9 Resolution of the Federal Council to regulate fhe paymerit of allow-  ances to agricultural workers and to mountain peasants [supplements  Resolution of 11th February, 1941, respecting the allocation of man-  power to agriculture*]. (R.L.F. pp. 377-384; E.G. pp. 379-386)  June 9 Resolution of the Federal Council to amend the Resolution [of 11th  February, 1941] respecting the allocation of manpower to agri-  culture’, (R.L.F. pp. 384-385; E.G. p. 387)  June 9 Resolution of the Federal Council to amend the Resolution [of 17th  May, 1940] respecting compulsory labour service”. (R.L.F. p. 388;  E.G. p. 391)  Oct. 10 Resolutions of the Federal Council to modify the system of allow-  ances (1) for loss of wages” and (2) for loss of earnings™. (R.L.F.  pp. 631-634; E.G. pp. 633-638)  Dec. 22 Resolution of the Federal Council to repeal section 9 of the  Resolution [of 13th September, 1940] for the protection of workers  liable to military service’. (R.L.F. p. 895; E.G. p. 893)  ",11
75,SWITZERLAND,,"UNION OF SOUTH AFRICA  May 30 Act to amend... the Native Service Contract Act, 1932” [and  certain other Acts] [section 25 amends section 2 with respect to  possession of documents of identification, etc.]. No. 36 of 1944.  Native Laws Amendment Act, 1944.  June 6 Act to amend ... the Old Age Pensions Act, 1928” [and certain  other Acts] {amends sections 1, 6, 19 and 20]. No. 48 of 1944.  Pension Laws Amendment Act, 1944,  ",11
76,SWITZERLAND,,UNITED KINGDOM OF GREAT BRITAIN AND  ,11
77,SWITZERLAND,,"NORTHERN IRELAND  July 28 National Health Insurance (Emergency) Regulations, 1944  [amendments of sections 6 and 7 of the National Health Insurance  and Contributory Pensions Act, 1939*', as amended]. Statutory  Rules and Orders, 1944, No. 905, I, pp. 497-501.  Dec. 21 Expiring Laws Continuance Act, 1944 [see p. 72 below], 8 and  9 Geo 6. ch. 2.  ",11
78,SWITZERLAND,,"Northern Ireland  June 6 An Act to amend certain provisions of the Trade Boards Act  (Northern Ireland), 1923"", with respect to the fixing, cancellation  and variation of minimum rates of wages. 8 and 9 Geo. 6, ch. 15.  Trade Boards Act (Northern Ireland), 1944.  E.G. = Eidgendssische Gesetssammlung.  ",11
79,SWITZERLAND,,——_-  ,11
80,SWITZERLAND,,"1941, 24th February, 1942, and 26th January, 1943. — “L.S. 1941 (Switz. 1).  ™ES. 1940 (Switz. 1). — *L.S. 1940 (Switz. 5, B).  ES. 1932 (S.A. 1). — ®L.S. 1928 (S.A. 1); amendments: 1931 (S.A. 3);  ",11
81,SWITZERLAND,,"1937 (S.A. 2); 1943 (Indexes I, p. 14, Act No. 33 of 1943). — ""L.S. 1939  ",11
82,SWITZERLAND,,"(G.B. 5). — ° LS. 1923 (G.B. 3), — *L.S. 1932 (Cyp. 3).  1944—-Indexes I — 12 —  UNITED KINGDOM OF GREAT BRITAIN AND © 1"" ©  NORTHERN, IRELAND: DEPENDENCIES .. c,  os ae  ",11
83,SWITZERLAND,Cyprus ot  ot,"Dec. ‘27 A Law to amend [sections 3, 8 and 12 of] the Employment of  en Children and Young Persons Laws, 1932"" and 1942 mR o. 16 ‘of  , . 1932 and No..3 of 1942;:employment of appreritices; hours of  work; penalties]. No. 47 of 1944. Employment of Children and  _¥ oung Persons ( Amendment) Low, 1944,  ",12
84,SWITZERLAND,Kenya |,"May 4 An Ordinance to amend the Employment of Servants Ordinance,  1937 [No. 2 of 1938]* [form. of contract for foreign . service]:  144 of 1944. Employment of Servants (Amendment) Ordinance,  ",12
85,SWITZERLAND,Leeward Islands,"Jan. 12- ‘An Act to amend the Labour- (Minimtim Wage): Act, 1937 [No. 21  of 1937]"". No.5 of 1944. Labour (Minimum Wage) (Amendment)  Be Act, 1944, a ;  ",12
86,SWITZERLAND,Mauritius as,"Dec. 22 An Ordinance to amend [article 10 (1) (a) of] the Minimum  Wages Ordinances, 1934 [No. 41 of 1934]*. No. 42 of 1944,  Minimum -.Wages (Amendment) Ordinance, 1944. vee  ",12
87,URUGUAY,,"May 19 Decree respecting the method of giving notice of annual holidays  -*, "" + ' to be observed by foreign packing houses in Uruguay [addition  to.section 2 of Decree of 2nd April, 1943""]. (D.O. 29th May,  1944, Vol. 155, p. 267)  ",12
88,URUGUAY,,"June 20 Act to amend section 11 of Act No. 9,999 of 3rd January, 1941  [old age pensions]” with respect to the crediting of periods of  work of emplovers. (D.O. 28th June, 1944, Vol. 155, p. 435)  ",12
