country,region,text,page,full_date,year
AUSTRALIA,,"18/V Equal Employment Opportunity (Commonwealth Authorities) Act 1987. No. 20. The Act requires certain Commonwealth authorities to promote equal opportunity in employment for women and persons in designated groups (as defined in the Public Service Act). Part II calls upon the relevant authorities to develop programmes to that end, in consultation with trade unions and employees, to record statistics, to set objectives and quantitative and other indicators, and to monitor progress. Part III governs the annual and special reports submitted by the relevant authorities.] ",2,,0
AUSTRALIA,,18/V_ Aboriginal Land Rights (Northern Territory) Amendment Act (No. 2) 1987. No. 18. Amends the Aboriginal Land Rights (Northern Territory) Act 1976.] ,2,,0
AUSTRALIA,,"21/V_ Public Service Regulations (Amendment). Statutory Rules 1987. No. 90. The amendments deal primarily with transfers, promotions and temporary performance of duties.] ",2,,0
AUSTRALIA,,(109) 3 1987 List ,3,,0
AUSTRALIA,,"21/V_ Protection (Australian Government Employees) Regulations (Amendment). Statutory Rules 1987. No. 91. Amended Regulations under the Merit Protection (Australian Government Employees) Act 1984, in particular regarding appeals and representation by an appropriate organisation.] ",3,,0
AUSTRALIA,,5/V1_ Aboriginal Land Rights (Northern Territory) Amendment Act 1987. No. 40. ,3,,0
AUSTRALIA,,5/VI_ Aboriginal and Torres Strait Islander Heritage Protection Amendment Act 1987. No. 39. An Act to amend the Aboriginal and Torres Strait Islander Heritage Protection Act 1984 to make certain provision for the preservation of the Aboriginal cultural heritage.] ,3,,0
AUSTRALIA,,"5/VI Social Security and Veterans’ Entitlements Amendment Act 1987. No. 88. Contains various amendments to the Social Security Act 1947, in particular on incapacity for work, unemployment benefits and family allowances.] ",3,,0
AUSTRALIA,,"5/VI_ Social Security Amendment Act 1987. No. 77. Various amendments to the Social Security Act 1947, particularly in regard to administrative matters, rates for pensions and unemployment and sickness benefits, and payment of a pension by virtue of a reciprocal social security agreement (with a list thereof set out in an appendix).] ",3,,0
AUSTRALIA,,5/VI_ Aboriginal! Land Rights (Northern Territory) Amendment Act 1987. No. 3. Substitutes new Part IV—Mining.] ,3,,0
AUSTRALIA,,"5/VI_ Health Legislation Amendment Act 1987. No. 44. Amends the Health Insurance Act 1973, regarding entitlement to medical care benefit, and the National Health Act 1953 (minor amendment).] ",3,,0
AUSTRALIA,,"5/VI_ Australian Institute of Health Act 1987. No. 41. Establishes the Australian Institute of Health, which is to be concerned with the collection and publication of health information and statistics.] ",3,,0
AUSTRALIA,,"18/VI_ Public Service Regulations (Amendment). Statutory Rules 1987. No. 137. Amends ss. 8A and 8B of the Public Service Regulations regarding duties of officers and conflict of interest, and repeals Regulations 32 and 34.] ",3,,0
AUSTRALIA,,"3/VII_ Public Service Regulations (Amendment) 1987. Statutory Rules No. 157. Inter alia, substitutes new Part VI—Redeployment and Retirement.]} ",3,,0
AUSTRALIA,,22/VII_ Sex Discrimination (Operation of Legislation) (No. 2) Regulations 1987. Statutory Rules No. 158. (Delineates the relationship of s. 40 of the Sex Discrimination Act to various state laws. Repeals the Sex Discrimination (Operation of Legislation) (Nos. 2 and 3) Regulations (Statutory Rules Nos. 192 and 196 of 1986 and Nos. 4 and 5 of 1987.] ,3,,0
AUSTRALIA,,"5/XI Occupational Superannuation Standards Act 1987. No. 97. This Act lays down operating standards for certain superannuation funds (funds maintained to provide retirement and dependency benefits) and approved deposit funds. Part II specifies the standards which may be prescribed by regulation, particularly regarding the preservation of amounts deposited and their portability, investment of assets, disclosure of information to depositors and so forth. The functions of the Commissioner, who is to receive and certify an annual return from a fund and its trustees in relation to satisfying the operating standards, are set forth in Part III.] ",3,,0
AUSTRALIA,,"5{XI_ Insurance and Superannuation Commissioner Act 1987. No. 98. By this Act, the Office of the Insurance and Superannuation Commissioner is established to perform functions under the Occupational Superannuation Standards Act 1987 and other Acts.] ",3,,0
AUSTRALIA,,5/XI_ Insurance and Superannuation Commission (Consequential Provisions) Act 1987. No. 99. Amends certain Acts in consequence of the enactment of the Insurance and Superannuation Commissioner Act 1987.] ,3,,0
AUSTRALIA,,6/XI Sea Installations Act 1987. No. 102. The purposes of the Act are to ensure that sea installations installed in adjacent areas are ,3,,0
AUSTRALIA,,1987 List 4 (110) ,4,,0
AUSTRALIA,,25/XI_ Public Service Regulations (Amendment) 1987. Statutory Rules 1987. No. 270. Amendment regarding the creation and constitution of the Joint Council (including a chairperson nominated by the Department of Industrial Relations).] ,4,,0
AUSTRALIA,,11/X1II_ Superannuation (Continuing Contributions for Benefits) Regulations (Amendment). Statutory Rules 1987. No. 290. ,4,,0
AUSTRALIA,,"16/XII_ Community Services and Health Legislation Amendment Act 1987. No. 132. (Various amendments, especially concerning nursing homes.] ",4,,0
AUSTRALIA,,"16/XII Social Security and Veterans’ Entitlements Amendment Act (No. 2) 1987. No. 130. Amends the Social Security Act 1947 in various respects, chiefly in relation to pensions, the family allowance supplement (amended Part IX) and child disability allowance (amended Part XII). Also amends other Acts.] ",4,,0
AUSTRALIA,,"16/XII National Health Amendment Act (No. 2) 1987. No. 118. Amends the National Health Act 1953, chiefly in relation to payment of benefits and pharmaceutical benefits.] ",4,,0
AUSTRALIA,,"18/XII Statute Law (Miscellaneous Provisions) Act 1987. No. 141. Amendments include addition of subsections (3) and (4) to s. [I of the Human Rights and Equal Opportunity Commission Act 1986 (non-applicability to intelligence agencies), amend- ment of the Navigation Act 1912 in regard to certificates of equipment and of survey, and amendment of miscellaneous sections of the Public Service Act 1922.] ",4,,0
AUSTRALIA,,21/XII Occupational Superannuation Standards Regulations. Statutory Rules 1987. No. 322. Issued under the Occupational Superannuation Standards Act 1987.] ,4,,0
AUSTRALIA,,21/XII_ Merit Protection (Australian Government Employees) Regulations (Amendment). Statu- tory Rules 1987. No. 330. Substitutes new Part V—Redeployment and Retirement Appeal Committees.] ,4,,0
AUSTRALIA,,"26/XII Fishing Industry Research and Development Act 1987. No. 174. Inter alia, sets up the Fishing Industry Research and Development Council.] ",4,,0
AUSTRALIA,,"26/XII Fisheries Amendment Act 1987. No. 177. Amends the Fisheries Act 1952 to give effect to certain treaties, inter alia.] ",4,,0
AUSTRALIA,Queensland,"9/IV Industrial (Commercial Practices) Act and Another Act Amendment Act 1987. No. 3. Amends the Industrial (Commercial Practices) Act 1984-85 and the Industrial Conciliation and Arbitration Act 1961-1986. In particular, amends s. 5 of the latter Act in relation to interpretation of the term “‘strike”, and adds a new s. 29A which provides that in awarding research and development project awards, the awards of the Commission or any other industrial tribunal are not binding.] ",4,,0
AUSTRALIA,Queensland,"23/IV Health Act Amendment Act 1987. No. 22. Inter alia, inserts new Division IVD on the application of agricultural chemicals (powers of inspection, use of agricultural chemicals by persons under !7 years of age, promulgation of further regulations) and a new Division IVE on hazardous substances. ] ",4,,0
AUSTRALIA,Queensland,"23/IV Superannuation Acts Amendment Act 1987. No. 27. Amends, inter alia, the State Service Superannuation Act 1972-85 and the Public Service Superannuation Act 1958-85 in regard to contributions, calculation of service, entitlement to benefits, lump sums and other matters.] ",4,,0
AUSTRALIA,Queensland,"30/IV Family and Youth Services Act 1987. No. 32. Provides for assistance for families, youth and children, and for the licensing of child-care facilities. ] ",4,,0
AUSTRALIA,Queensland,(111) 5 1987 List ,5,,0
AUSTRALIA,Queensland,"18/VI_ Workers Compensation Regulations 1987. (Queensland Government Gazette, 26 June 1987) Cover conditions for insurance under the Workers Compensation Act and applications and hearings, inter alia. Forms and schedules of rates appear in appendices. Entry into force ! July 1987.] ",5,,0
AUSTRALIA,Queensland,"25/VI_ Industrial Conciliation and Arbitration Regulations 1987. (ibid.) Issued under the Industrial Conciliation and Arbitration Act, these Regulations contain provisions on registration of industrial unions of employees and of employers, union accounts, disputed elections, licences to work, detailed wage statements for employees and ‘penalties. They come into effect | July 1987.] ",5,,0
AUSTRALIA,Queensland,"1/X Primary Producers’ Organisation and Marketing Act Amendment Act 1987. No. 57. (Amends the Primary Producers’ Organisation and Marketing Act (926-87 in various respects, including the establishment, operation and accountability of bodies representing agricultural producers.] ",5,,0
AUSTRALIA,Queensland,"1/X Statistical Returns Act Amendment Act 1987. No. 58. Amends s. 4 of the Statistical Returns Act, providing for the collection of statistics on population, factories and manufacturing industries, wages, employment and unemployment, mining and other subjects.] ",5,,0
AUSTRALIA,Queensland,29/X Trading Hours Act 1987. No. 61. Amends the Factories and Shops Act 1960 in relation to opening and closing hours of shops (including exemptions). Makes conforming amendments to the Industrial Conciliation and Arbitration Act 1961 and the Anzac Day Act 1921] ,5,,0
AUSTRALIA,Queensland,"14/XI_ Construction Safety Act Amendment Act. No. 48. Amends the Construction Safety Act 1971 in relation to definitions, powers of inspectors, duties of the owner and constructor and restricted employment in certain occupations. Substitutes a new Division III (Prescribed and Approved Methods of Work and Notifiable Work).] ",5,,0
AUSTRALIA,Queensland,"14/XI Industry and Commerce Act Amendment Act. No. 49. Amends the Industry and Commerce Training Act 1979 in relation to definitions; powers of the Commission, committees and subcommittees; transfer of apprentices; other trainees and approval of training programmes, inter alia.] ",5,,0
AUSTRALIA,Queensland,"16/XI_ Superannuation Acts Amendment Act (No. 2) 1987. No. 64. Amends the State Service Superannuation Act and the Public Service Superannuation Act, especially in relation to retirement before reaching age 60.] ",5,,0
AUSTRALIA,Queensland,I/XII_ Industrial Conciliation and Arbitration Act and Another Act Amendment Act 1987. No. 76. Amends the Industrial Conciliation and Arbitration Act 1961-87 by inserting new provisions on voluntary employment agreements (varying the effect of an award or industrial agreement). Supplements s. 101 on prejudice to an employee for refusal to enter into a voluntary employment agreement. Awards are to prevail over such an agreement (s. 123 as amended).] ,5,,0
AUSTRALIA,South Australia,"12/III Regulations under the Industrial Safety, Health and Welfare Act 1972. No. 33 of 1987. (South Australia Government Gazette, 12 Mar. 1987) Substitutes new Regulation 162A of the Construction Safety Regulations 1974 in regard to minimum age, training and other requirements for the operation of forklifts. ] ",5,,0
AUSTRALIA,South Australia,"12/11] Regulations under the Industrial Safety, Health and Welfare Act 1972. No. 34 of 1987. (ibid.) Substitutes new Regulation 32A of the Industrial Safety Code Regulations 1975 in regard to minimum age, training and other requirements for the operation of forklifts.] ",5,,0
AUSTRALIA,South Australia,"12/III Regulations under the Industrial Safety, Health and Welfare Act 1972. No. 35 of 1987. (ibid.) ",5,,0
AUSTRALIA,South Australia,1987 List 6 (112) ,6,,0
AUSTRALIA,South Australia,"9/IV Industrial and Commercial Training Act Amendment Act 1987. No. I1. (In s. 9 of the Act, substitutes “the Office of Employment and Training” for “the Department of Industrial Affairs and Employment’’.] ",6,,0
AUSTRALIA,South Australia,"23/IV Lifts and Cranes Act Amendment Act 1987. No. 30. Amends ss. 4, 12, 14, 16, 17 and 25 of the Lifts and Cranes Act 1985, particularly regarding penalties, certificates of capacity and approved codes of practice, and repeals s. 13.] ",6,,0
AUSTRALIA,South Australia,"30/IV Pitjantjatjara Land Rights Act Amendment Act 1987. No. 50. Various amendments to the Pitjantjatjara Land Rights Act 1981, particularly regarding mineral resources.] ",6,,0
AUSTRALIA,South Australia,"7/V_ Industrial Conciliation and Arbitration Act Amendment (Statute Law Revision) Act 1987. No. 55. This Act replaces many definitions contained in the Industrial Conciliation and Arbitration Act 1972. It also revises that Act in regard to presentation of claims (s. 15), commencement of proceedings before the Commission or a Committee (ss. 30 and 73), conflicts over the application of an award (s. 55), appeals in relation to an award (ss. 96-98), employee rights upon termination of employment (ss. 81-82) and other matters. Finally, numerous provisions of the 1972 Act are amended to make them sex-neutral.]} ",6,,0
AUSTRALIA,South Australia,"28/V Regulations under the Industrial Safety, Health and Welfare Act 1972. No. 98. (South Australia Government Gazette, 28 May 1987) Amend Regulation 162A of the Construction Safety Regulations 1974, regarding require- ments, including minimum age, for the operation of fork lifts.] ",6,,0
AUSTRALIA,South Australia,"28/V_ Regulations under the Industrial Safety, Health and Welfare Act 1972. No. 99. (ibid.) Amend Regulation 23A of the Industrial Safety Code Regulations 1975, in relation to requirements, including minimum age, for the operation of fork lifts.} ",6,,0
AUSTRALIA,South Australia,"28/V_ Regulations under the Industrial Safety, Health and Welfare Act 1972. No. 100. (ibid.) Amend Regulation 17 of the Commercial Safety Code Regulations 1978, regarding require- ments, including minimum age, for the operation of fork lifts.] ",6,,0
AUSTRALIA,South Australia,22/X Education Act Amendment 1987. No. 61. Conditions for taking long-service leave.] ,6,,0
AUSTRALIA,South Australia,22/X Technical and Further Education Act Amendment Act 1987. No. 62. Conditions for taking long service leave.] ,6,,0
AUSTRALIA,South Australia,5/XI Long Service Leave Act 1987. No. 73. (Provides that a worker who has ten years or more service is entitled to long service leave (or payment in lieu thereof in case of termination) of 13 weeks in respect of the first ten years of service and 1.3 weeks of leave in respect of each subsequent year of service. Repeals the Long Service Leave Act 1967.] ,6,,0
AUSTRALIA,South Australia,19/XI_ Long Service Leave (Building Industry) Act 1987. No. 77. (Repeals and replaces the 1975 Act of the same name.] ,6,,0
AUSTRALIA,South Australia,17/XIf Workers Rehabilitation and Compensation Act Amendment Act 1987. No. 106. ,6,,0
AUSTRALIA,Victoria,28/1V Coal Mines (Amendment) Act 1987. No. 6. Amends the Coal Mines Act 1958 to provide lump-sum payments in place of allowances from the Victorian Coal Miners’ Accidents Relief Fund.] ,6,,0
AUSTRALIA,Victoria,28/IV Shop Trading Act 1987. No. 10. (Relates to hours of work.] ,6,,0
AUSTRALIA,Victoria,12/V. Community Services Act 1987. No. 16. ,6,,0
AUSTRALIA,Victoria,(113) 7 1987 List ,7,,0
AUSTRALIA,Victoria,"12/V. Co-operation (Amendment) Act 1987. No. 17. Amends the Co-operation Act 1981, in particular with regard to the financial affairs of co- operatives. } ",7,,0
AUSTRALIA,Victoria,12/V Industrial Relations (Miscellaneous Amendments) Act 1987. No. 28. Amends the Industrial Relations Act 1979 in regard to various procedural aspects of the functioning of the Commission and its members’ powers.] ,7,,0
AUSTRALIA,Victoria,12/V Public Service (Amendment) Act 1987. No. 34. Amends the Public Service Act 1974 as to retirement and resignation.] ,7,,0
AUSTRALIA,Victoria,25/VIII_ Equal Opportunity (Amendment) Act 1987. No. 46. Amends the Equal Opportunity Act 1984 (Act No. 10095 as amended by Act No. 10247) in regard to the Commissioner for Equal Opportunity’s power to initiate investigations in certain cases and the removal of discriminatory language from certain other Acts.] ,7,,0
AUSTRALIA,Victoria,27/X Victoria State Emergency Service Act 1987. No. 57. Reconstitutes the Victoria State Emergency Service; repeals the Victoria State Emergency Service Act 1981. Includes provisions on compensation in case of injury for employees of the Service. } ,7,,0
AUSTRALIA,Victoria,27/X Superannuation Schemes (Accident Compensation) Act 1987. No. 58. Brings payments made under the Accident Compensation Act 1985 into account in deter- mining superannuation benefits for public sector employees and generally amends the Acts under which certain public sector superannuation schemes are administered.] ,7,,0
AUSTRALIA,Victoria,24/XI_ Health (Children’s Services) Act 1987. No. 73. ,7,,0
AUSTRALIA,Victoria,"24/XI_ Intellectually Disabled Persons’ Services (Amendment) Act 1987. No. 74. Inter alia, amends the Intellectually Disabled Person Services Act 1986.] ",7,,0
AUSTRALIA,Victoria,"1/XII_ Accident Compensation (Amendment) Act 1987. No. 83. Amends the Accident Compensation Act 1985 with the purpose of improving the operation of the Work Care Scheme, which is designed to rehabilitate injured workers and facilitate their rly return to work, as well as to increase the suitable employment available to them. Many of the amendments deal with the Accident Compensation Tribunal, its procedures and Fund. Makes conforming amendments to the Workers Compensation Act 1958.] ",7,,0
AUSTRALIA,Victoria,"1/XIIl_ Teaching Service (Amendment) Act 1987. No. 94. Abolishes the Victorian Teaching Service Conciliation and Arbitration Commission and allows the Industrial Relations Commission of Victoria to deal with matters dealt with by the abolished Commission, and makes consequential amendments.] ",7,,0
AUSTRALIA,Western Australia,"26/VI Equal Opportunity (Statutory Exceptions) Regulations 1987. (Government Gazette of Western Australia, 26 June 1987) (Extends the periods under s. 69 of the Equal Opportunity Act 1984 until 8 January 1988 in relation to the Factories (Health and Safety) Regulations, the Shops and Warehouses (Health, Safety and Welfare) Regulations, the Factories (Lead Materials) Regulations 1971 and the Factories (Welfare) Regulations.] ",7,,0
AUSTRALIA,Western Australia,"28/VIII_ Mines Regulation Amendment Regulation 1987. {ibid., 28 Aug.) (Inserts new regulations 12.24 and 12.25, on pressure vessels and cranes respectively, in the Mines Regulation Act Regulations 1976.] ",7,,0
AUSTRIA,,"24/11 Federal Act of 24 February 1987 amending the Act of 1986 on the federal ministries, the Employment Market Promotion Act of 1975 and the Food Act of 1975. Text 78. (Bundesgesetz- blatt, 12 Mar. 1987) ",7,,0
AUSTRIA,,1987 List 8 (114) ,8,,0
AUSTRIA,,"27/111 Federal Act of 27 March 1987 amending the Act of 1967 concerning family charges equalisation. Text 132. (ibid., 10 Apr.) Amends s. 39(5) (a) of the Act concerning family charges equalisation (LS 1967—-Aus. 2) in regard to the sources of finance for the Family Allowances Equalisation Fund.] ",8,,0
AUSTRIA,,"7/1V_ Federal Act of 7 April 1987 amending the compulsory school attendance Act 1985. Text 161. (ibid., 30 Apr.) Amends s. 21(2) of the compulsory school attendance Act 1985 (Text 76) in regard to apprenticeship arrangements.]} ",8,,0
AUSTRIA,,"8/IV_ Federal Act of 8 April 1987 amending the conditions regarding entitlement to social insurance. Text 158. (ibid.) Amends s. 346 of the Social Insurance Act (LS 1955—Aus. 3 (extracts) . . . 1961—Aus. 2), as amended, in relation to the federal arbitration committee. Particularly in regard to contribu- tions, also amends ss. 25 to 27, 29, 30, 33, 35 and 118 of the federal Act respecting social insurance for self-employed persons engaged in small-scale industry (Text 560 of 1978) and s. 8 of the federal Act respecting social insurance for members of the liberal professions (Text 624 of 1978), both as amended.]} ",8,,0
AUSTRIA,,"15/V_ Federal Constitutional Act of 15 May 1987 amending the Federal Constitutional Act of 1929. Text 285. (ibid., 3 July) Amends s. 20 of the 1929 Act by imposing an obligation on persons employed by federal, state or local government to remain silent as to all official acts whose secrecy is required by public order and security.]} ",8,,0
AUSTRIA,,"15/V_ Federal Act of 15 May 1987 amending the Wages Act 1956 [BGB!/. No. 54/1956], the Judges Act [BGBI. No. 305/1961], the Act on additional payments [BGB/. No. 485/1971), the federal Act on pensions for theatre personnel [BGB/. No. 159/1958] and the 1979 Act governing the rights of civic servants [BGB/. No. 1979/1958]. Text 237. (ibid., 19 June) Sets forth new rates for wages and other payments. Amends the Act governing the rights of civil servants, in particular concerning dismissal for inadequate performance (s. 22), pay cuts in case of suspension (s. 112(4)) and application of certain sections of the Act to postal staff (s. 184a). Various dates of entry into force are specified in s. XII.] ",8,,0
AUSTRIA,,"15/V Federal Act of 15 May 1987 amending the 1948 Act on persons serving under contracts of employment [BGB/. No. 86/1948], as last amended by BGB/. No. 388/1986). Text 238. (ibid., 19 June) The amendments set forth new rates for wages and other payments, and refer to conditions of Austrian citizenship and minimum age in relation to the application of certain sections. Various dates of entry into force are contained in s. VI.} ",8,,0
AUSTRIA,,"2/VI1 Order of the Federal Ministry of Economic Affairs of 2 June 1987 authorising shorter time- periods for learning certain apprenticed trades. Text 25. (ibid., 25 June) Sets forth the trades to which the Order applies and the conditions applicable to exercising the option of a shorter apprenticeship. Issued under the Vocational Training Act (LS 1969—Aus. I).] ",8,,0
AUSTRIA,,"5/V1_ Federal Act of 5 June 1987 amending the Unemployment Insurance Act 1977 [LS 1977— Aus. 2]. Text 290. (ibid., 3 July) Amends ss. 12(6) (c), 21(1), 21(5), 36(2), 36(3) (B), 60(2) and 69(1), in particular regarding income from independent activities and calculation of a worker’s income for purposes of determining the amount of unemployment insurance benefit. Henceforth, the benefit will be calculated on the basis of average earnings for the six months immediately preceding unemployment, instead of on the last monthly salary.]. ",8,,0
AUSTRIA,,"19/VI_ Order of the Federal Ministry of Economic Affairs of 19 June 1987 amending the list of apprenticeship trades. Text 299. (ibid., 10 July) Duration of apprenticeship in several construction trades.] ",8,,0
AUSTRIA,,(115) 9 1987 List ,9,,0
AUSTRIA,,"27/V1 Federal Act of 26 June 1987 amending the Act on the representation of federal employees. ) Text 310. (ibid., 16 July) Amends the Act (BGB/. No. 133/1967, as last amended by BGB/. No. 295/1985) in yarious respects, including introduction of sex-neutral terminology. In particular, contains revised provisions on meetings of the staff (s. 6(9)), time-limits under the Act (ss. 10(7) and (9)), protection of personal data (s. 10a(2)), establishment of special committees (s. 11) and central committees (s. 13), voting (s. 19 and 20), the status of committee members (s. 21) and their protection (s. 27). Provides that in work places employing at least five employees and where no works committee has been elected, a personal representative shall be elected (s. 30).] ",9,,0
AUSTRIA,,"3/VII_ Federal Act of 3 July 1987 amending the Federal Act respecting the employment of children and young persons [LS 1982 Aus. | (cons.)]. Text 338. (ibid., 24 July) Inserts a new subsection (9) in s. [1 providing that a young person being trained as a driver may spend no more than four hours per day and 20 hours per week at the wheel. Adds new subsections (5) and (6) to s. 15 calling for driving breaks every two hours and falling within working hours. New Ss. 26a deals with recordkeeping in relation to time spent at the wheel.] ",9,,0
AUSTRIA,,"13/VII_ Ordinance of 13 July 1987 of the Federal Ministry of Labour and Social Affairs amending the Ordinance on the arrangements in firms for implementing the Workers’ Protection Act [LS 1972—Aus. 1]. Text 399. (ibid., 21 Aug.) Amends s. 9(10) of the Ordinance (BGB/. No. 2/1984) with regard to minimum requirements for the availability of a doctor for workers on the night shift.] ",9,,0
AUSTRIA,,"13/VII_ Order of the Federal Ministry of Labour and Social Affairs of 13 July 1987 amending the 1974 Order which issued rules for Works Councils. Text 364. (ibid., 31 July) The Order contains a variety of amendments to the 1974 Order, which was adopted under the Act on works councils (published as LS 1973—Aus. 2). The amendments address the role of the works council in relation to redundancies and dismissals and its review of financial information (ss. 56a, 58(2), 63(3), (4) and (5) and 64). They deal in particular with periods of notice for calling meetings, use of the sex-neutral title “‘president’’ instead of “chairman” and judicial resolution of disputes (s. 33(7) of the Order). A new Division 8, entitled “Representation of Young Persons in the Enterprise’, is inserted after s. 50.] ",9,,0
AUSTRIA,,"30/VIIl_ Order of the Federal Ministry of Labour and Social Affairs of 30 July 1987 issuing Regulations governing the establishment and functioning of disputes boards. Text 444. (ibid., 15 Sep.) The Order was issued under the Collective Labour Relations Act (LS 1973—Aus. 2), as amended (see ss. 144-146, 161). A disputes board shall be established upon the application of either party to a dispute. These Regulations set forth the place where the board is to hold sittings under specified circumstances, the procedures governing applications and the criteria for determining their acceptance. They also govern the composition of disputes boards and questions of partiality, procedure and decision-making. With the entry into force of the new Regulations, those contained in BGB/. No. 354/1974 (as reproduced in BGB/. No. 561/1975) are repealed.} ",9,,0
AUSTRIA,,"30/VII_ Order of the Federal Ministry of Labour and Social Affairs of 30 July 1987 issuing regulations on the management of the Central Conciliation Office. Text 415. (ibid., 28 Aug.) This Order sets forth the responsibilities of the Central Conciliation Office and contains procedural guide-lines for minimum wage-fixing, payments to apprentices and conciliation proceedings in collective disputes. It was issued under the Works Councils Act (Federal Act respecting collective labour relations (LS 1973—Aus. 2)).] ",9,,0
AUSTRIA,,"6/VIH Order of the Federal Ministry of Education, Culture and Sports of 6 August 1987 amending the Order on the curricula for establishments of higher technical instruction. Text 487. (ibid., 9 Oct.) ",9,,0
AUSTRIA,,"12/VIII_ Order of the Federal Ministry of Labour and Social Affairs of 12 August 1987 amending the Order on employment certificates for purposes of unemployment insurance ¢laims. Text 416. (ibid., 28 Aug.) The amendments to s. 1(Z) (10) of the Order of 21 December 1978, as amended, sets gross rnings during the 26 weeks preceding unemployment as the basis for calculating unemploy- ment compensation. Issued under the Unemployment Compensation Act (LS 1977—Aus. 2).] ",9,,0
AUSTRIA,,12/VIII_ Order of the Federal Ministry of Labour and Social Affairs of 12 August 1987 amending the Order on emergency assistance. Text 417 (ibid.) ,9,,0
AUSTRIA,,1987 List 10 (116) ,10,,0
